Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,목표과열,목표과냉과열,현재고압,현재저압,현재과열,현재과냉과열,가중평균실내온도,압축비,현재과냉,,4WAY,HOT GAS,예열운전1,Base Pan 히터,흡입 V/V,,,,,,,,,,,,,,,,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,과냉각기EEV,VI EEV1,,,,,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,과냉입구온도,과냉출구온도,액관온도,INV IPM온도,INV토출과열도,습도,,,,,,,,,
892,14:25:44,1,,,2663,804,0.0,15.0,2663,869,5.2,16.1,10.70,2.85,14.7,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.6,11.6,45.6,6.4,71.0,27.1,-100.0,22.5,30.9,87,25.4,0,,,,,,,,,
893,14:25:46,1,,,2663,804,0.0,15.0,2663,869,5.2,16.1,10.70,2.85,14.7,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.6,11.6,45.6,6.4,71.0,27.1,-100.0,22.5,30.9,87,25.4,0,,,,,,,,,
894,14:25:48,1,,,2663,804,0.0,15.0,2696,869,5.5,16.1,10.70,2.88,15.2,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,46.1,6.4,71.0,27.1,-100.0,22.5,30.9,87,24.9,0,,,,,,,,,
895,14:25:50,1,,,2663,804,0.0,15.0,2696,869,5.5,16.1,10.70,2.88,15.2,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,46.1,6.4,71.0,27.1,-100.0,22.5,30.9,87,24.9,0,,,,,,,,,
896,14:25:52,1,,,2696,804,0.0,15.0,2696,869,5.5,16.1,10.70,2.88,15.2,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,46.1,6.4,71.0,27.1,-100.0,22.5,30.9,87,24.9,0,,,,,,,,,
897,14:25:54,1,,,2696,804,0.0,15.0,2696,869,5.5,16.1,10.70,2.88,15.2,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,14.2,11.9,46.1,6.4,71.0,27.8,-65.2,22.5,30.9,87,24.9,0,,,,,,,,,
898,14:25:56,1,,,2696,804,0.0,15.0,2696,869,5.5,16.1,10.70,2.88,15.2,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,14.2,11.9,46.1,6.4,71.0,27.8,-65.2,22.5,30.9,87,24.9,0,,,,,,,,,
899,14:25:58,1,,,2696,804,0.0,15.0,2696,869,5.5,15.7,10.70,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,46.1,6.4,71.0,27.8,-100.0,22.1,31.3,87,24.9,0,,,,,,,,,
900,14:26:00,1,,,2696,804,0.0,15.0,2696,869,5.5,15.7,10.70,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,46.1,6.4,71.0,27.8,-100.0,22.1,31.3,87,24.9,0,,,,,,,,,
901,14:26:02,1,,,2663,804,0.0,15.0,2696,869,5.5,15.7,10.70,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,270,0,0,600,64,0,,,,,,13.9,11.9,46.1,6.4,71.0,27.8,-100.0,22.1,31.3,87,24.9,0,,,,,,,,,
902,14:26:04,1,,,2663,804,0.0,15.0,2696,869,5.5,15.7,10.70,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,270,0,0,600,64,0,,,,,,13.9,11.9,46.1,6.4,71.0,27.8,-100.0,22.1,31.3,87,24.9,0,,,,,,,,,
903,14:26:06,1,,,2663,804,0.0,15.0,2696,869,5.5,15.7,10.70,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,270,0,0,600,64,0,,,,,,13.9,11.9,46.1,6.4,71.0,27.8,-100.0,22.1,31.3,87,24.9,0,,,,,,,,,
904,14:26:08,1,,,2663,804,0.0,15.0,2663,869,5.5,16.1,10.70,2.85,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,45.6,6.4,71.0,28.2,-100.0,22.5,31.3,87,25.4,0,,,,,,,,,
905,14:26:10,1,,,2663,804,0.0,15.0,2663,869,5.5,16.1,10.70,2.85,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,45.6,6.4,71.0,28.2,-100.0,22.5,31.3,87,25.4,0,,,,,,,,,
906,14:26:12,1,,,2663,804,0.0,15.0,2663,869,5.5,16.1,10.70,2.85,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,45.6,6.4,71.0,28.2,-100.0,22.5,31.3,87,25.4,0,,,,,,,,,
907,14:26:15,1,,,2663,804,0.0,15.0,2696,869,5.9,16.1,10.70,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,12.3,46.1,6.4,71.0,28.2,-100.0,22.5,31.3,87,24.9,0,,,,,,,,,
908,14:26:17,1,,,2663,804,0.0,15.0,2696,869,5.9,16.1,10.70,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,12.3,46.1,6.4,71.0,28.2,-100.0,22.5,31.3,87,24.9,0,,,,,,,,,
909,14:26:19,1,,,2663,804,0.0,15.0,2696,869,5.9,16.1,10.70,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,12.3,46.1,6.4,71.0,28.2,-100.0,22.5,31.3,87,24.9,0,,,,,,,,,
910,14:26:21,1,,,2663,804,0.0,15.0,2663,869,5.5,16.1,10.70,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,45.6,6.4,71.0,29.0,-65.2,22.5,31.7,87,25.4,0,,,,,,,,,
911,14:26:23,1,,,2663,804,0.0,15.0,2663,869,5.5,16.1,10.70,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,13.9,11.9,45.6,6.4,71.0,29.0,-65.2,22.5,31.7,87,25.4,0,,,,,,,,,
912,14:26:25,1,,,2696,804,0.0,15.0,2663,882,5.5,15.7,10.70,2.81,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,14.2,12.3,45.6,6.8,71.0,29.0,-100.0,22.5,31.3,87,25.4,0,,,,,,,,,
913,14:26:27,1,,,2696,804,0.0,15.0,2663,882,5.5,15.7,10.70,2.81,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,41,41,280,280,0,0,600,64,0,,,,,,14.2,12.3,45.6,6.8,71.0,29.0,-100.0,22.5,31.3,87,25.4,0,,,,,,,,,
914,14:26:29,1,,,2696,804,0.0,15.0,2663,882,5.5,15.7,10.70,2.81,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,42,41,280,270,0,0,600,64,0,,,,,,14.2,12.3,45.6,6.8,71.0,29.0,-100.0,22.5,31.3,87,25.4,0,,,,,,,,,
915,14:26:31,1,,,2696,804,0.0,15.0,2696,882,5.5,16.0,11.00,2.84,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,41,280,270,0,0,600,64,0,,,,,,13.9,12.3,46.1,6.8,71.0,29.0,-100.0,22.8,31.3,87,24.9,0,,,,,,,,,
916,14:26:33,1,,,2696,804,0.0,15.0,2696,882,5.5,16.0,11.00,2.84,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,41,280,270,0,0,600,64,0,,,,,,13.9,12.3,46.1,6.8,71.0,29.0,-100.0,22.8,31.3,87,24.9,0,,,,,,,,,
917,14:26:35,1,,,2696,804,0.0,15.0,2696,882,5.5,16.0,11.00,2.84,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,280,280,0,0,600,64,0,,,,,,13.9,12.3,46.1,6.8,71.0,29.0,-100.0,22.8,31.3,87,24.9,0,,,,,,,,,
918,14:26:37,1,,,2696,804,0.0,15.0,2696,869,5.9,16.4,11.00,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,280,280,0,0,600,64,0,,,,,,14.2,12.3,46.1,6.4,71.0,29.3,-100.0,22.8,31.3,87,24.9,0,,,,,,,,,
919,14:26:39,1,,,2696,804,0.0,15.0,2696,869,5.9,16.4,11.00,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,280,280,0,0,600,64,0,,,,,,14.2,12.3,46.1,6.4,71.0,29.3,-100.0,22.8,31.3,87,24.9,0,,,,,,,,,
920,14:26:41,1,,,2696,804,0.0,15.0,2696,869,6.2,16.1,11.30,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,280,0,0,600,64,0,,,,,,14.2,12.6,46.1,6.4,71.0,29.7,-100.0,22.5,31.3,87,24.9,0,,,,,,,,,
921,14:26:43,1,,,2696,804,0.0,15.0,2696,869,6.2,16.1,11.30,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,280,0,0,600,64,0,,,,,,14.2,12.6,46.1,6.4,71.0,29.7,-100.0,22.5,31.3,87,24.9,0,,,,,,,,,
922,14:26:45,1,,,2696,804,0.0,15.0,2696,869,6.2,16.1,11.30,2.88,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,280,0,0,600,64,0,,,,,,14.2,12.6,46.1,6.4,71.0,29.7,-100.0,22.5,31.3,87,24.9,0,,,,,,,,,
923,14:26:47,1,,,2696,804,0.0,15.0,2663,869,6.2,16.4,11.00,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,280,0,0,600,64,0,,,,,,14.2,12.6,45.6,6.4,71.0,30.1,-100.0,22.8,31.7,87,25.4,0,,,,,,,,,
924,14:26:49,1,,,2696,804,0.0,15.0,2663,869,6.2,16.4,11.00,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,280,0,0,600,64,0,,,,,,14.2,12.6,45.6,6.4,71.0,30.1,-100.0,22.8,31.7,87,25.4,0,,,,,,,,,
925,14:26:51,1,,,2663,804,0.0,15.0,2663,869,6.2,16.4,11.00,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,280,0,0,600,64,0,,,,,,14.2,12.6,45.6,6.4,71.0,30.1,-100.0,22.8,31.7,87,25.4,0,,,,,,,,,
926,14:26:53,1,,,2663,804,0.0,15.0,2663,869,6.2,16.4,11.00,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,280,0,0,600,64,0,,,,,,14.2,12.6,45.6,6.4,71.0,30.1,-100.0,22.8,31.7,87,25.4,0,,,,,,,,,
927,14:26:55,1,,,2663,804,0.0,15.0,2663,869,6.2,16.4,11.00,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,280,0,0,600,64,0,,,,,,14.2,12.6,45.6,6.4,71.0,30.1,-100.0,22.8,31.7,87,25.4,0,,,,,,,,,
928,14:26:57,1,,,2663,804,0.0,15.0,2663,869,6.2,16.1,11.00,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.6,6.4,71.0,30.1,-100.0,22.5,31.7,87,25.4,0,,,,,,,,,
929,14:26:59,1,,,2663,804,0.0,15.0,2663,869,6.2,16.1,11.00,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.6,6.4,71.0,30.1,-100.0,22.5,31.7,87,25.4,0,,,,,,,,,
930,14:27:01,1,,,2663,804,0.0,15.0,2663,869,6.2,16.1,11.00,2.85,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.6,6.4,71.0,30.1,-100.0,22.5,31.7,87,25.4,0,,,,,,,,,
931,14:27:03,1,,,2663,804,0.0,15.0,2631,856,6.7,16.9,11.00,2.85,13.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.9,71.0,30.5,-100.0,22.8,31.3,87,25.9,0,,,,,,,,,
932,14:27:05,1,,,2663,804,0.0,15.0,2631,856,6.7,16.9,11.00,2.85,13.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.9,71.0,30.5,-100.0,22.8,31.3,87,25.9,0,,,,,,,,,
933,14:27:07,1,,,2663,804,0.0,15.0,2631,843,7.1,17.0,11.00,2.89,13.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.5,72.0,30.5,-100.0,22.5,31.3,87,26.9,0,,,,,,,,,
934,14:27:09,1,,,2663,804,0.0,15.0,2631,843,7.1,17.0,11.00,2.89,13.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.5,72.0,30.5,-100.0,22.5,31.3,87,26.9,0,,,,,,,,,
935,14:27:11,1,,,2663,804,0.0,15.0,2631,843,7.1,17.0,11.00,2.89,13.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.5,72.0,30.5,-100.0,22.5,31.3,87,26.9,0,,,,,,,,,
936,14:27:13,1,,,2631,804,0.0,15.0,2631,830,7.6,17.5,10.70,2.93,13.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.0,71.0,30.9,-100.0,22.5,31.3,87,25.9,0,,,,,,,,,
937,14:27:15,1,,,2631,804,0.0,15.0,2631,830,7.6,17.5,10.70,2.93,13.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.0,71.0,30.9,-100.0,22.5,31.3,87,25.9,0,,,,,,,,,
938,14:27:17,1,,,2631,804,0.0,15.0,2631,830,7.6,17.5,10.70,2.93,13.8,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.0,71.0,30.9,-100.0,22.5,31.3,87,25.9,0,,,,,,,,,
939,14:27:19,1,,,2631,804,0.0,15.0,2631,830,7.6,17.1,10.70,2.93,14.2,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.0,71.0,30.9,-100.0,22.1,30.9,87,25.9,0,,,,,,,,,
940,14:27:21,1,,,2631,804,0.0,15.0,2631,830,7.6,17.1,10.70,2.93,14.2,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,45.1,5.0,71.0,30.9,-100.0,22.1,30.9,87,25.9,0,,,,,,,,,
941,14:27:23,1,,,2598,804,0.0,15.0,2598,817,8.1,17.6,10.30,2.94,13.7,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,44.6,4.5,71.0,30.9,-100.0,22.1,30.9,87,26.4,0,,,,,,,,,
942,14:27:25,1,,,2598,804,0.0,15.0,2598,817,8.1,17.6,10.30,2.94,13.7,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,44.6,4.5,71.0,30.9,-100.0,22.1,30.9,87,26.4,0,,,,,,,,,
943,14:27:27,1,,,2598,804,0.0,15.0,2598,817,8.1,17.6,10.30,2.94,13.7,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,300,0,0,600,64,0,,,,,,13.9,12.6,44.6,4.5,71.0,30.9,-100.0,22.1,30.9,87,26.4,0,,,,,,,,,
944,14:27:29,1,,,2598,804,0.0,15.0,2598,817,8.1,17.3,10.00,2.94,13.7,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,300,0,0,600,64,0,,,,,,13.9,12.6,44.6,4.5,71.0,30.9,-100.0,21.8,30.9,87,26.4,0,,,,,,,,,
945,14:27:31,1,,,2598,804,0.0,15.0,2598,817,8.1,17.3,10.00,2.94,13.7,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,300,0,0,600,64,0,,,,,,13.9,12.6,44.6,4.5,71.0,30.9,-100.0,21.8,30.9,87,26.4,0,,,,,,,,,
946,14:27:33,1,,,2565,804,0.0,15.0,2565,804,8.2,17.7,10.00,2.95,13.2,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,44.1,4.1,72.0,31.3,-65.2,21.8,30.9,87,27.9,0,,,,,,,,,
947,14:27:35,1,,,2565,804,0.0,15.0,2565,804,8.2,17.7,10.00,2.95,13.2,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,44.1,4.1,72.0,31.3,-65.2,21.8,30.9,87,27.9,0,,,,,,,,,
948,14:27:37,1,,,2565,804,0.0,15.0,2565,804,8.2,17.7,10.00,2.95,13.2,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,44.1,4.1,72.0,31.3,-65.2,21.8,30.9,87,27.9,0,,,,,,,,,
949,14:27:39,1,,,2565,804,0.0,15.0,2565,804,8.2,17.3,9.70,2.95,14.0,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,44.1,4.1,72.0,30.9,-100.0,21.4,30.1,87,27.9,0,,,,,,,,,
950,14:27:41,1,,,2565,804,0.0,15.0,2565,804,8.2,17.3,9.70,2.95,14.0,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,44.1,4.1,72.0,30.9,-100.0,21.4,30.1,87,27.9,0,,,,,,,,,
951,14:27:43,1,,,2565,804,0.0,15.0,2565,804,8.2,17.3,9.70,2.95,14.0,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,44.1,4.1,72.0,30.9,-100.0,21.4,30.1,87,27.9,0,,,,,,,,,
952,14:27:45,1,,,2533,804,0.0,15.0,2533,804,8.2,17.3,9.30,2.91,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,4.1,72.0,31.3,-65.2,21.4,29.7,87,28.4,0,,,,,,,,,
953,14:27:47,1,,,2533,804,0.0,15.0,2533,804,8.2,17.3,9.30,2.91,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,4.1,72.0,31.3,-65.2,21.4,29.7,87,28.4,0,,,,,,,,,
954,14:27:49,1,,,2533,804,0.0,15.0,2533,804,8.2,17.3,9.30,2.91,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,4.1,72.0,31.3,-65.2,21.4,29.7,87,28.4,0,,,,,,,,,
955,14:27:51,1,,,2533,804,0.0,15.0,2533,791,8.3,17.5,9.00,2.95,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,11.9,43.6,3.6,72.0,30.9,-100.0,21.1,29.3,87,28.4,0,,,,,,,,,
956,14:27:53,1,,,2533,804,0.0,15.0,2533,791,8.3,17.5,9.00,2.95,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,11.9,43.6,3.6,72.0,30.9,-100.0,21.1,29.3,87,28.4,0,,,,,,,,,
957,14:27:55,1,,,2533,804,0.0,15.0,2533,791,8.7,17.5,9.00,2.95,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,3.6,72.0,30.9,-100.0,21.1,29.3,87,28.4,0,,,,,,,,,
958,14:27:57,1,,,2533,804,0.0,15.0,2533,791,8.7,17.5,9.00,2.95,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,3.6,72.0,30.9,-100.0,21.1,29.3,87,28.4,0,,,,,,,,,
959,14:27:59,1,,,2533,804,0.0,15.0,2533,791,8.7,17.5,9.00,2.95,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,3.6,72.0,30.9,-100.0,21.1,29.3,87,28.4,0,,,,,,,,,
960,14:28:01,1,,,2533,804,0.0,15.0,2533,791,8.7,17.2,8.60,2.95,14.6,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,3.6,72.0,30.9,-100.0,20.8,29.0,86,28.4,0,,,,,,,,,
961,14:28:03,1,,,2533,804,0.0,15.0,2533,791,8.7,17.2,8.60,2.95,14.6,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,3.6,72.0,30.9,-100.0,20.8,29.0,86,28.4,0,,,,,,,,,
962,14:28:05,1,,,2533,804,0.0,15.0,2533,791,8.7,17.2,8.60,2.95,14.6,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,3.6,71.0,30.9,-100.0,20.8,29.0,86,27.4,0,,,,,,,,,
963,14:28:07,1,,,2533,804,0.0,15.0,2533,791,8.7,17.2,8.60,2.95,14.6,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,3.6,71.0,30.9,-100.0,20.8,29.0,86,27.4,0,,,,,,,,,
964,14:28:09,1,,,2533,804,0.0,15.0,2533,791,8.7,17.2,8.60,2.95,14.6,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.6,3.6,71.0,30.9,-100.0,20.8,29.0,86,27.4,0,,,,,,,,,
965,14:28:11,1,,,2500,804,0.0,15.0,2500,791,8.7,17.2,8.60,2.92,14.1,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.1,3.6,72.0,30.5,-65.2,20.8,29.0,86,28.9,0,,,,,,,,,
966,14:28:13,1,,,2500,804,0.0,15.0,2500,791,8.7,17.2,8.60,2.92,14.1,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.1,3.6,72.0,30.5,-65.2,20.8,29.0,86,28.9,0,,,,,,,,,
967,14:28:15,1,,,2500,804,0.0,15.0,2500,791,8.7,17.2,8.60,2.92,14.1,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,43.1,3.6,72.0,30.5,-65.2,20.8,29.0,86,28.9,0,,,,,,,,,
968,14:28:17,1,,,2500,804,0.0,15.0,2467,791,8.7,16.8,8.30,2.88,13.5,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,14.2,12.3,42.5,3.6,72.0,30.5,-100.0,20.4,29.0,86,29.5,0,,,,,,,,,
969,14:28:19,1,,,2500,804,0.0,15.0,2467,791,8.7,16.8,8.30,2.88,13.5,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,14.2,12.3,42.5,3.6,72.0,30.5,-100.0,20.4,29.0,86,29.5,0,,,,,,,,,
970,14:28:21,1,,,2467,804,0.0,15.0,2467,791,8.7,16.8,8.30,2.88,13.5,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,42.5,3.6,72.0,30.5,-100.0,20.4,29.0,86,29.5,0,,,,,,,,,
971,14:28:23,1,,,2467,804,0.0,15.0,2467,791,8.7,16.8,8.30,2.88,13.5,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,42.5,3.6,72.0,30.5,-100.0,20.4,29.0,86,29.5,0,,,,,,,,,
972,14:28:25,1,,,2467,804,0.0,15.0,2467,791,8.7,16.8,8.30,2.88,13.5,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,42.5,3.6,72.0,30.5,-100.0,20.4,29.0,86,29.5,0,,,,,,,,,
973,14:28:27,1,,,2467,804,0.0,15.0,2435,791,8.7,16.8,8.30,2.84,13.0,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,42.0,3.6,72.0,30.5,-65.2,20.4,29.0,86,30.0,0,,,,,,,,,
974,14:28:29,1,,,2467,804,0.0,15.0,2435,791,8.7,16.8,8.30,2.84,13.0,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.3,42.0,3.6,72.0,30.5,-65.2,20.4,29.0,86,30.0,0,,,,,,,,,
975,14:28:31,1,,,2467,804,0.0,15.0,2467,791,8.7,16.8,8.30,2.88,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.6,12.3,42.5,3.6,72.0,30.1,-100.0,20.4,28.6,86,29.5,0,,,,,,,,,
976,14:28:33,1,,,2467,804,0.0,15.0,2467,791,8.7,16.8,8.30,2.88,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.6,12.3,42.5,3.6,72.0,30.1,-100.0,20.4,28.6,85,29.5,0,,,,,,,,,
977,14:28:35,1,,,2467,804,0.0,15.0,2467,791,8.7,16.8,8.30,2.88,13.9,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.6,12.3,42.5,3.6,72.0,30.1,-100.0,20.4,28.6,85,29.5,0,,,,,,,,,
978,14:28:37,1,,,2467,804,0.0,15.0,2467,791,9.0,16.5,8.30,2.88,14.3,,0,0,0,0,0,,,,,,,,,,,,,,,,42,42,290,290,0,0,600,64,0,,,,,,13.9,12.6,42.5,3.6,72.0,29.7,-100.0,20.1,28.2,85,29.5,0,,,,,,,,,
