Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,목표과열,목표과냉과열,현재고압,현재저압,현재과열,현재과냉과열,가중평균실내온도,압축비,현재과냉,,4WAY,HOT GAS,예열운전1,Base Pan 히터,흡입 V/V,,,,,,,,,,,,,,,,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,과냉각기EEV,VI EEV1,,,,,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,과냉입구온도,과냉출구온도,액관온도,INV IPM온도,INV토출과열도,습도,,,,,,,,,
88,13:58:46,1,,,2761,804,0.0,15.0,2859,935,1.2,28.5,11.70,2.86,7.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,31.6,9.7,48.6,8.5,68.0,12.7,-100.0,37.0,41.6,100,19.4,0,,,,,,,,,
89,13:58:48,1,,,2761,804,0.0,15.0,2761,935,1.5,28.9,11.70,2.76,5.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,30.8,10.0,47.1,8.5,68.0,13.0,-100.0,37.4,41.6,100,20.9,0,,,,,,,,,
90,13:58:50,1,,,2761,804,0.0,15.0,2761,935,1.5,28.9,11.70,2.76,5.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,30.8,10.0,47.1,8.5,68.0,13.0,-100.0,37.4,41.6,100,20.9,0,,,,,,,,,
91,13:58:52,1,,,2663,804,0.0,15.0,2663,935,1.5,28.5,11.70,2.67,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,30.1,10.0,45.6,8.5,69.0,12.7,-65.2,37.0,41.6,100,23.4,0,,,,,,,,,
92,13:58:54,1,,,2663,804,0.0,15.0,2663,935,1.5,28.5,11.70,2.67,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,30.1,10.0,45.6,8.5,69.0,12.7,-65.2,37.0,41.6,100,23.4,0,,,,,,,,,
93,13:58:56,1,,,2663,804,0.0,15.0,2663,935,1.5,28.5,11.70,2.67,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,30.1,10.0,45.6,8.5,69.0,12.7,-65.2,37.0,41.6,100,23.4,0,,,,,,,,,
94,13:58:58,1,,,2598,961,0.0,15.0,2598,948,1.0,27.6,12.00,2.57,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,29.0,10.0,44.6,9.0,68.0,13.0,-100.0,36.6,40.6,99,23.4,0,,,,,,,,,
95,13:59:00,1,,,2598,961,0.0,15.0,2598,948,1.0,27.6,12.00,2.57,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,29.0,10.0,44.6,9.0,68.0,13.0,-100.0,36.6,40.6,99,23.4,0,,,,,,,,,
96,13:59:02,1,,,2598,961,0.0,15.0,2598,948,1.0,27.6,12.00,2.57,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,29.0,10.0,44.6,9.0,68.0,13.0,-100.0,36.6,40.6,99,23.4,0,,,,,,,,,
97,13:59:04,1,,,2533,961,0.0,15.0,2533,961,0.6,25.5,12.00,2.48,3.4,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,28.3,10.0,43.6,9.4,67.0,12.7,-100.0,34.9,40.2,98,23.4,0,,,,,,,,,
98,13:59:06,1,,,2533,961,0.0,15.0,2533,961,0.6,25.5,12.00,2.48,3.4,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,28.3,10.0,43.6,9.4,67.0,12.7,-100.0,34.9,40.2,98,23.4,0,,,,,,,,,
99,13:59:08,1,,,2467,961,0.0,15.0,2533,961,0.6,25.5,12.00,2.48,3.4,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,28.3,10.0,43.6,9.4,67.0,12.7,-100.0,34.9,40.2,98,23.4,0,,,,,,,,,
100,13:59:10,1,,,2467,961,0.0,15.0,2435,961,0.9,22.6,12.00,2.39,4.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,27.2,10.3,42.0,9.4,67.0,12.7,-100.0,32.0,37.4,98,25.0,0,,,,,,,,,
101,13:59:12,1,,,2467,961,0.0,15.0,2435,961,0.9,22.6,12.00,2.39,4.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,27.2,10.3,42.0,9.4,67.0,12.7,-100.0,32.0,37.4,98,25.0,0,,,,,,,,,
102,13:59:15,1,,,2402,961,0.0,15.0,2402,961,1.2,19.6,12.00,2.36,6.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,26.2,10.6,41.4,9.4,67.0,12.7,-100.0,29.0,34.5,97,25.6,0,,,,,,,,,
103,13:59:17,1,,,2402,961,0.0,15.0,2402,961,1.2,19.6,12.00,2.36,6.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,26.2,10.6,41.4,9.4,67.0,12.7,-100.0,29.0,34.5,97,25.6,0,,,,,,,,,
104,13:59:19,1,,,2337,961,0.0,15.0,2402,961,1.2,19.6,12.00,2.36,6.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,26.2,10.6,41.4,9.4,67.0,12.7,-100.0,29.0,34.5,97,25.6,0,,,,,,,,,
105,13:59:21,1,,,2337,961,0.0,15.0,2304,961,1.2,17.0,12.00,2.26,8.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,25.5,10.6,39.8,9.4,67.0,12.7,-100.0,26.4,31.7,96,27.2,0,,,,,,,,,
106,13:59:23,1,,,2337,961,0.0,15.0,2304,961,1.2,17.0,12.00,2.26,8.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,25.5,10.6,39.8,9.4,67.0,12.7,-100.0,26.4,31.7,96,27.2,0,,,,,,,,,
107,13:59:25,1,,,2271,961,0.0,15.0,2271,948,1.9,14.9,12.00,2.26,9.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,25.1,10.9,39.2,9.0,67.0,12.7,-100.0,23.9,29.7,96,27.8,0,,,,,,,,,
108,13:59:27,1,,,2271,961,0.0,15.0,2271,948,1.9,14.9,12.00,2.26,9.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,25.1,10.9,39.2,9.0,67.0,12.7,-100.0,23.9,29.7,96,27.8,0,,,,,,,,,
109,13:59:29,1,,,2271,961,0.0,15.0,2271,948,1.9,14.9,12.00,2.26,9.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,25.1,10.9,39.2,9.0,67.0,12.7,-100.0,23.9,29.7,96,27.8,0,,,,,,,,,
110,13:59:31,1,,,2239,961,0.0,15.0,2206,935,2.1,13.3,12.00,2.23,9.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,24.4,10.6,38.1,8.5,66.0,12.7,-100.0,21.8,28.2,95,27.9,0,,,,,,,,,
111,13:59:33,1,,,2239,961,0.0,15.0,2206,935,2.1,13.3,12.00,2.23,9.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,24.4,10.6,38.1,8.5,66.0,12.7,-100.0,21.8,28.2,95,27.9,0,,,,,,,,,
112,13:59:35,1,,,2304,961,0.0,15.0,2206,935,2.1,13.3,12.00,2.23,9.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,24.4,10.6,38.1,8.5,66.0,12.7,-100.0,21.8,28.2,95,27.9,0,,,,,,,,,
113,13:59:37,1,,,2304,961,0.0,15.0,2173,922,2.5,12.7,12.00,2.22,9.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,23.8,10.6,37.5,8.1,66.0,12.7,-100.0,20.8,27.8,95,28.5,0,,,,,,,,,
114,13:59:39,1,,,2304,961,0.0,15.0,2173,922,2.5,12.7,12.00,2.22,9.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,23.8,10.6,37.5,8.1,66.0,12.7,-100.0,20.8,27.8,95,28.5,0,,,,,,,,,
115,13:59:41,1,,,2304,961,0.0,15.0,2108,908,2.3,12.0,11.70,2.19,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,23.4,10.0,36.3,7.7,65.0,12.7,-100.0,19.7,27.5,94,28.7,0,,,,,,,,,
116,13:59:43,1,,,2304,961,0.0,15.0,2108,908,2.3,12.0,11.70,2.19,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,23.4,10.0,36.3,7.7,65.0,12.7,-100.0,19.7,27.5,94,28.7,0,,,,,,,,,
117,13:59:45,1,,,2304,961,0.0,15.0,2108,908,2.3,12.0,11.70,2.19,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,23.4,10.0,36.3,7.7,65.0,12.7,-100.0,19.7,27.5,94,28.7,0,,,,,,,,,
118,13:59:47,1,,,2304,961,0.0,15.0,2075,882,2.9,11.9,11.30,2.21,8.2,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,22.8,9.7,35.7,6.8,65.0,12.3,-100.0,18.7,27.5,94,29.3,0,,,,,,,,,
119,13:59:49,1,,,2304,961,0.0,15.0,2075,882,2.9,11.9,11.30,2.21,8.2,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,22.8,9.7,35.7,6.8,65.0,12.3,-100.0,18.7,27.5,94,29.3,0,,,,,,,,,
120,13:59:51,1,,,2304,961,0.0,15.0,2042,882,2.9,11.2,11.00,2.18,8.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,22.8,9.7,35.1,6.8,64.0,12.7,-100.0,18.0,27.1,94,28.9,0,,,,,,,,,
121,13:59:53,1,,,2304,961,0.0,15.0,2042,882,2.9,11.2,11.00,2.18,8.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,22.8,9.7,35.1,6.8,64.0,12.7,-100.0,18.0,27.1,93,28.9,0,,,,,,,,,
122,13:59:55,1,,,2304,961,0.0,15.0,2042,882,2.9,11.2,11.00,2.18,8.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,22.8,9.7,35.1,6.8,64.0,12.7,-100.0,18.0,27.1,93,28.9,0,,,,,,,,,
123,13:59:57,1,,,2304,961,0.0,15.0,2010,882,2.2,10.9,10.70,2.15,7.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,22.1,9.0,34.5,6.8,64.0,12.7,-65.2,17.7,26.7,93,29.5,0,,,,,,,,,
124,13:59:59,1,,,2304,961,0.0,15.0,2010,882,2.2,10.9,10.70,2.15,7.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,22.1,9.0,34.5,6.8,64.0,12.7,-65.2,17.7,26.7,93,29.5,0,,,,,,,,,
125,14:00:01,1,,,2304,804,0.0,15.0,2010,882,2.2,10.9,10.70,2.15,7.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,22.1,9.0,34.5,6.8,64.0,12.7,-65.2,17.7,26.7,93,29.5,0,,,,,,,,,
126,14:00:03,1,,,2304,804,0.0,15.0,1977,882,2.2,10.2,10.30,2.11,7.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,21.4,9.0,33.9,6.8,64.0,12.7,-100.0,17.0,26.4,93,30.1,0,,,,,,,,,
127,14:00:05,1,,,2304,804,0.0,15.0,1977,882,2.2,10.2,10.30,2.11,7.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,21.4,9.0,33.9,6.8,64.0,12.7,-100.0,17.0,26.4,93,30.1,0,,,,,,,,,
128,14:00:07,1,,,2304,804,0.0,15.0,1977,869,2.6,10.3,10.30,2.14,7.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,21.1,9.0,33.9,6.4,64.0,12.7,-100.0,16.7,26.0,93,30.1,0,,,,,,,,,
129,14:00:09,1,,,2304,804,0.0,15.0,1977,869,2.6,10.3,10.30,2.14,7.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,21.1,9.0,33.9,6.4,64.0,12.7,-100.0,16.7,26.0,92,30.1,0,,,,,,,,,
130,14:00:11,1,,,2304,804,0.0,15.0,1977,869,2.6,10.3,10.30,2.14,7.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,21.1,9.0,33.9,6.4,64.0,12.7,-100.0,16.7,26.0,92,30.1,0,,,,,,,,,
131,14:00:13,1,,,2304,804,0.0,15.0,1944,882,1.9,9.6,10.00,2.08,7.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,20.8,8.7,33.3,6.8,63.0,12.3,-100.0,16.4,25.7,92,29.7,0,,,,,,,,,
132,14:00:15,1,,,2304,804,0.0,15.0,1944,882,1.9,9.6,10.00,2.08,7.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,20.8,8.7,33.3,6.8,63.0,12.3,-100.0,16.4,25.7,92,29.7,0,,,,,,,,,
133,14:00:17,1,,,2304,804,0.0,15.0,1944,882,1.9,9.6,10.00,2.08,7.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,20.8,8.7,33.3,6.8,63.0,12.3,-100.0,16.4,25.7,92,29.7,0,,,,,,,,,
134,14:00:19,1,,,2304,804,0.0,15.0,1912,882,1.9,8.9,10.00,2.05,7.3,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,20.1,8.7,32.6,6.8,64.0,12.3,-100.0,15.7,25.3,91,31.4,0,,,,,,,,,
135,14:00:21,1,,,2304,804,0.0,15.0,1912,882,1.9,8.9,10.00,2.05,7.3,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,20.1,8.7,32.6,6.8,64.0,12.3,-100.0,15.7,25.3,91,31.4,0,,,,,,,,,
136,14:00:23,1,,,2304,804,0.0,15.0,1912,895,1.5,8.5,10.00,2.02,7.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.8,8.7,32.6,7.2,63.0,12.3,-100.0,15.7,24.9,91,30.4,0,,,,,,,,,
137,14:00:25,1,,,2304,804,0.0,15.0,1912,895,1.5,8.5,10.00,2.02,7.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.8,8.7,32.6,7.2,63.0,12.3,-100.0,15.7,24.9,91,30.4,0,,,,,,,,,
138,14:00:27,1,,,2304,804,0.0,15.0,1912,895,1.5,8.5,10.00,2.02,7.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.8,8.7,32.6,7.2,63.0,12.3,-100.0,15.7,24.9,91,30.4,0,,,,,,,,,
139,14:00:29,1,,,2304,804,0.0,15.0,1879,895,1.8,7.8,10.30,1.99,7.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.8,9.0,32.0,7.2,63.0,12.3,-100.0,15.0,24.9,90,31.0,0,,,,,,,,,
140,14:00:31,1,,,2304,804,0.0,15.0,1879,895,1.8,7.8,10.30,1.99,7.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.8,9.0,32.0,7.2,63.0,12.3,-100.0,15.0,24.9,90,31.0,0,,,,,,,,,
141,14:00:33,1,,,2304,804,0.0,15.0,1912,895,2.1,7.5,10.30,2.02,7.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.4,9.3,32.6,7.2,62.0,12.3,-100.0,14.7,24.9,90,29.4,0,,,,,,,,,
142,14:00:35,1,,,2304,804,0.0,15.0,1912,895,2.1,7.5,10.30,2.02,7.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.4,9.3,32.6,7.2,62.0,12.3,-100.0,14.7,24.9,90,29.4,0,,,,,,,,,
143,14:00:37,1,,,2304,804,0.0,15.0,1912,895,2.1,7.5,10.30,2.02,7.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.4,9.3,32.6,7.2,62.0,12.3,-100.0,14.7,24.9,90,29.4,0,,,,,,,,,
144,14:00:39,1,,,2304,804,0.0,15.0,1912,895,2.5,7.1,10.70,2.02,8.4,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.4,9.7,32.6,7.2,62.0,12.3,-100.0,14.3,24.2,90,29.4,0,,,,,,,,,
145,14:00:41,1,,,2304,804,0.0,15.0,1912,895,2.5,7.1,10.70,2.02,8.4,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.4,9.7,32.6,7.2,62.0,12.3,-100.0,14.3,24.2,90,29.4,0,,,,,,,,,
146,14:00:43,1,,,2304,804,0.0,15.0,1912,895,2.5,7.1,10.70,2.02,8.4,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,19.4,9.7,32.6,7.2,62.0,12.3,-100.0,14.3,24.2,90,29.4,0,,,,,,,,,
147,14:00:45,1,,,2304,804,0.0,15.0,1879,895,2.8,6.8,10.70,1.99,7.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,18.8,10.0,32.0,7.2,62.0,12.7,-65.2,14.0,24.2,90,30.0,0,,,,,,,,,
148,14:00:47,1,,,2304,804,0.0,15.0,1879,895,2.8,6.8,10.70,1.99,7.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,18.8,10.0,32.0,7.2,62.0,12.7,-65.2,14.0,24.2,90,30.0,0,,,,,,,,,
149,14:00:49,1,,,2304,804,0.0,15.0,1879,908,2.6,6.6,20.40,1.96,8.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,18.8,10.3,32.0,7.7,62.0,12.3,-100.0,14.3,23.9,89,30.0,0,,,,,,,,,
150,14:00:51,1,,,2304,804,0.0,15.0,1879,908,2.6,6.6,20.40,1.96,8.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,18.8,10.3,32.0,7.7,62.0,12.3,-100.0,14.3,23.9,89,30.0,0,,,,,,,,,
151,14:00:53,1,,,2304,804,0.0,15.0,1879,908,2.6,6.6,20.40,1.96,8.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,18.8,10.3,32.0,7.7,62.0,12.3,-100.0,14.3,23.9,89,30.0,0,,,,,,,,,
152,14:00:55,1,,,2304,804,0.0,15.0,1879,908,3.2,6.3,22.10,1.96,8.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,18.5,10.9,32.0,7.7,62.0,12.3,-65.2,14.0,23.9,89,30.0,0,,,,,,,,,
153,14:00:57,1,,,2304,804,0.0,15.0,1879,908,3.2,6.3,22.10,1.96,8.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,200,200,0,0,600,64,0,,,,,,18.5,10.9,32.0,7.7,62.0,12.3,-65.2,14.0,23.9,89,30.0,0,,,,,,,,,
154,14:00:59,1,,,2304,804,0.0,15.0,1879,908,3.2,6.3,22.10,1.96,8.1,,0,0,0,0,0,,,,,,,,,,,,,,,,16,15,200,200,0,0,600,64,0,,,,,,18.5,10.9,32.0,7.7,62.0,12.3,-65.2,14.0,23.9,89,30.0,0,,,,,,,,,
155,14:01:01,1,,,2304,804,0.0,15.0,1846,922,2.8,5.9,22.10,1.90,7.4,,0,0,0,0,0,,,,,,,,,,,,,,,,16,15,200,200,0,0,600,64,0,,,,,,18.5,10.9,31.3,8.1,61.0,12.3,-65.2,14.0,23.9,88,29.7,0,,,,,,,,,
156,14:01:03,1,,,2304,804,0.0,15.0,1846,922,2.8,5.9,22.10,1.90,7.4,,0,0,0,0,0,,,,,,,,,,,,,,,,16,15,200,200,0,0,600,64,0,,,,,,18.5,10.9,31.3,8.1,61.0,12.3,-65.2,14.0,23.9,88,29.7,0,,,,,,,,,
157,14:01:05,1,,,2304,804,0.0,15.0,1879,935,3.1,5.5,21.10,1.91,8.5,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,18.1,11.6,32.0,8.5,61.0,12.3,-100.0,14.0,23.5,88,29.0,0,,,,,,,,,
158,14:01:07,1,,,2304,804,0.0,15.0,1879,935,3.1,5.5,21.10,1.91,8.5,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,18.1,11.6,32.0,8.5,61.0,12.3,-100.0,14.0,23.5,88,29.0,0,,,,,,,,,
159,14:01:09,1,,,2304,804,0.0,15.0,1879,935,3.1,5.5,21.10,1.91,8.5,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,18.1,11.6,32.0,8.5,61.0,12.3,-100.0,14.0,23.5,88,29.0,0,,,,,,,,,
160,14:01:11,1,,,2304,804,0.0,15.0,1879,935,3.4,4.5,18.70,1.91,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,17.8,11.9,32.0,8.5,61.0,12.3,-65.2,13.0,23.2,87,29.0,0,,,,,,,,,
161,14:01:13,1,,,2304,804,0.0,15.0,1879,935,3.4,4.5,18.70,1.91,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,17.8,11.9,32.0,8.5,61.0,12.3,-65.2,13.0,23.2,87,29.0,0,,,,,,,,,
162,14:01:15,1,,,2304,804,0.0,15.0,1879,948,2.9,3.0,16.40,1.89,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,17.8,11.9,32.0,9.0,61.0,12.3,-100.0,12.0,23.2,87,29.0,0,,,,,,,,,
163,14:01:17,1,,,2304,804,0.0,15.0,1879,948,2.9,3.0,16.40,1.89,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,17.8,11.9,32.0,9.0,61.0,12.3,-100.0,12.0,23.2,87,29.0,0,,,,,,,,,
164,14:01:19,1,,,2304,804,0.0,15.0,1879,948,2.9,3.0,16.40,1.89,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,17.8,11.9,32.0,9.0,61.0,12.3,-100.0,12.0,23.2,87,29.0,0,,,,,,,,,
165,14:01:21,1,,,2304,804,0.0,15.0,1879,961,2.5,2.3,14.30,1.86,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,190,0,0,600,64,0,,,,,,17.5,11.9,32.0,9.4,60.0,12.3,-100.0,11.7,23.2,87,28.0,0,,,,,,,,,
166,14:01:23,1,,,2304,804,0.0,15.0,1879,961,2.5,2.3,14.30,1.86,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,190,0,0,600,64,0,,,,,,17.5,11.9,32.0,9.4,60.0,12.3,-100.0,11.7,23.2,87,28.0,0,,,,,,,,,
167,14:01:25,1,,,2304,804,0.0,15.0,1879,961,2.5,2.3,14.30,1.86,8.8,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,17.5,11.9,32.0,9.4,60.0,12.3,-100.0,11.7,23.2,87,28.0,0,,,,,,,,,
168,14:01:27,1,,,2304,804,0.0,15.0,1879,974,2.5,1.9,13.70,1.84,9.2,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,17.2,12.3,32.0,9.8,60.0,12.3,-100.0,11.7,22.8,87,28.0,0,,,,,,,,,
169,14:01:29,1,,,2304,804,0.0,15.0,1879,974,2.5,1.9,13.70,1.84,9.2,,0,0,0,0,0,,,,,,,,,,,,,,,,16,16,200,200,0,0,600,64,0,,,,,,17.2,12.3,32.0,9.8,60.0,12.3,-100.0,11.7,22.8,87,28.0,0,,,,,,,,,
170,14:01:31,1,,,2304,804,0.0,15.0,1879,961,2.9,2.3,13.00,1.86,9.2,,0,0,0,0,0,,,,,,,,,,,,,,,,18,18,200,200,0,0,600,64,0,,,,,,17.2,12.3,32.0,9.4,60.0,12.3,-100.0,11.7,22.8,87,28.0,0,,,,,,,,,
171,14:01:33,1,,,2304,804,0.0,15.0,1879,961,2.9,2.3,13.00,1.86,9.2,,0,0,0,0,0,,,,,,,,,,,,,,,,18,18,200,200,0,0,600,64,0,,,,,,17.2,12.3,32.0,9.4,60.0,12.3,-100.0,11.7,22.8,87,28.0,0,,,,,,,,,
172,14:01:35,1,,,2304,804,0.0,15.0,1879,961,2.9,2.3,13.00,1.86,9.2,,0,0,0,0,0,,,,,,,,,,,,,,,,18,18,200,200,0,0,600,64,0,,,,,,17.2,12.3,32.0,9.4,60.0,12.3,-100.0,11.7,22.8,87,28.0,0,,,,,,,,,
173,14:01:37,1,,,2304,804,0.0,15.0,1912,961,3.2,2.3,12.70,1.90,10.1,,0,0,0,0,0,,,,,,,,,,,,,,,,18,18,200,200,0,0,600,64,0,,,,,,16.8,12.6,32.6,9.4,60.0,12.0,-65.2,11.7,22.5,86,27.4,0,,,,,,,,,
174,14:01:39,1,,,2304,804,0.0,15.0,1912,961,3.2,2.3,12.70,1.90,10.1,,0,0,0,0,0,,,,,,,,,,,,,,,,18,18,200,200,0,0,600,64,0,,,,,,16.8,12.6,32.6,9.4,60.0,12.0,-65.2,11.7,22.5,86,27.4,0,,,,,,,,,
