Micom IDU2 Data,Time Interval = 2 sec,Save Start Time:,"Friday, December 04 18:51:44, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V H/P,Multi V 5,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점1,Version:,"0.0.0",LGMV:,8.2.9U,External:,"0"
Installer:,설치자1,EEPROM:,"0.0.0",COMP:,"12.12",FAN:,"2.2"
Model:,모델1,IDU NUM:,10,Connect:,ODU
Site:,현장1,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량9,모드9,풍량9,EEV9,공기9,배관in9,배관out9,SC/SH9,추가정보9,통신9,CEN9,에러9,습도9,H/L9,,,,,용량10,모드10,풍량10,EEV10,공기10,배관in10,배관out10,SC/SH10,추가정보10,통신10,CEN10,에러10,습도10,H/L10,,,,
973,19:24:14,2,,,18,6,2,470,17.82,37.45,67.57,12.30,,84,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,14.03,,77,0,0,0,0,,,,
974,19:24:16,2,,,18,6,2,470,17.82,37.45,67.57,12.42,,85,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,14.03,,77,0,0,0,0,,,,
975,19:24:18,2,,,18,6,2,470,17.82,37.45,67.57,12.42,,85,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,14.15,,78,0,0,0,0,,,,
976,19:24:20,2,,,18,6,2,470,17.82,37.45,67.57,12.42,,85,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.15,,78,0,0,0,0,,,,
977,19:24:22,2,,,18,6,2,470,17.82,37.45,67.57,12.55,,86,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.28,,79,0,0,0,0,,,,
978,19:24:24,2,,,18,6,2,470,17.82,37.45,67.57,12.55,,86,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.28,,79,0,0,0,0,,,,
979,19:24:26,2,,,18,6,2,470,17.82,37.45,67.57,12.65,,87,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.38,,80,0,0,0,0,,,,
980,19:24:28,2,,,18,6,2,470,17.82,37.89,67.57,12.21,,87,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.38,,80,0,0,0,0,,,,
981,19:24:30,2,,,18,6,2,470,17.82,37.89,67.57,12.31,,88,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.48,,81,0,0,0,0,,,,
982,19:24:32,2,,,18,6,2,496,17.82,38.33,67.57,11.97,,88,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.58,,81,0,0,0,0,,,,
983,19:24:34,2,,,18,6,2,496,17.82,38.33,67.57,11.97,,89,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.58,,82,0,0,0,0,,,,
984,19:24:36,2,,,18,6,2,496,17.82,38.33,67.57,12.07,,89,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.68,,82,0,0,0,0,,,,
985,19:24:38,2,,,18,6,2,496,17.82,38.33,67.57,12.07,,90,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.68,,83,0,0,0,0,,,,
986,19:24:40,2,,,18,6,2,496,17.82,38.33,67.57,12.07,,90,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,67.57,14.68,,83,0,0,0,0,,,,
987,19:24:42,2,,,18,6,2,496,17.82,39.24,67.57,11.16,,90,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,67.57,13.82,,83,0,0,0,0,,,,
988,19:24:44,2,,,18,6,2,496,17.82,39.24,67.57,11.16,,91,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,67.57,13.82,,84,0,0,0,0,,,,
989,19:24:46,2,,,18,6,2,496,17.82,40.16,67.57,10.24,,91,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,67.57,13.82,,84,0,0,0,0,,,,
990,19:24:48,2,,,18,6,2,496,17.82,40.16,67.57,10.24,,92,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,67.57,13.82,,85,0,0,0,0,,,,
991,19:24:50,2,,,18,6,2,496,17.82,41.10,66.58,9.30,,92,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,67.57,12.95,,85,0,0,0,0,,,,
992,19:24:52,2,,,18,6,2,496,17.82,41.10,66.58,9.20,,93,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,67.57,12.85,,86,0,0,0,0,,,,
993,19:24:54,2,,,18,6,2,496,17.82,41.58,66.58,8.72,,93,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,67.57,12.85,,86,0,0,0,0,,,,
994,19:24:56,2,,,18,6,2,496,17.82,41.58,66.58,8.72,,94,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,67.57,12.85,,87,0,0,0,0,,,,
995,19:24:58,2,,,18,6,2,496,17.82,41.58,66.58,8.72,,94,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,67.57,12.85,,87,0,0,0,0,,,,
996,19:25:00,2,,,18,6,2,496,17.82,42.55,66.58,7.75,,95,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,67.57,12.41,,88,0,0,0,0,,,,
997,19:25:02,2,,,18,6,2,496,17.82,42.55,66.58,7.75,,95,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,67.57,12.41,,88,0,0,0,0,,,,
998,19:25:04,2,,,18,6,2,493,17.82,43.04,66.58,7.26,,95,0,0,0,0,,,,,28,6,2,1350,19.45,38.33,67.57,11.97,,88,0,0,0,0,,,,
999,19:25:06,2,,,18,6,2,493,17.82,43.04,66.58,7.26,,96,0,0,0,0,,,,,28,6,2,1350,19.45,38.33,67.57,11.97,,89,0,0,0,0,,,,
1000,19:25:08,2,,,18,6,2,493,17.82,45.09,66.58,5.21,,96,0,0,0,0,,,,,28,6,2,1350,19.45,38.33,67.57,11.97,,89,0,0,0,0,,,,
1001,19:25:10,2,,,18,6,2,493,17.82,45.09,66.58,5.21,,97,0,0,0,0,,,,,28,6,2,1350,19.45,38.33,67.57,11.97,,90,0,0,0,0,,,,
1002,19:25:12,2,,,18,6,2,454,17.82,46.15,66.58,4.15,,97,0,0,0,0,,,,,28,6,2,1350,19.45,39.24,67.57,11.06,,90,0,0,0,0,,,,
1003,19:25:14,2,,,18,6,2,454,17.82,46.15,66.58,4.15,,98,0,0,0,0,,,,,28,6,2,1350,19.45,39.24,67.57,11.06,,91,0,0,0,0,,,,
1004,19:25:16,2,,,18,6,2,454,17.82,47.24,66.58,3.06,,98,0,0,0,0,,,,,28,6,2,1350,19.45,39.24,67.57,11.06,,91,0,0,0,0,,,,
1005,19:25:18,2,,,18,6,2,454,17.82,47.24,66.58,3.06,,99,0,0,0,0,,,,,28,6,2,1350,19.45,40.16,67.57,10.14,,92,0,0,0,0,,,,
1006,19:25:20,2,,,18,6,2,454,17.82,49.52,66.58,0.78,,99,0,0,0,0,,,,,28,6,2,1350,19.45,40.16,67.57,10.14,,92,0,0,0,0,,,,
1007,19:25:22,2,,,18,6,2,454,17.82,49.52,66.58,0.68,,100,0,0,0,0,,,,,28,6,2,1350,19.45,41.10,67.57,9.10,,92,0,0,0,0,,,,
1008,19:25:24,2,,,18,6,2,454,17.82,49.52,66.58,0.78,,100,0,0,0,0,,,,,28,6,2,1350,19.45,41.10,67.57,9.20,,93,0,0,0,0,,,,
1009,19:25:26,2,,,18,6,2,398,17.82,49.52,66.58,0.78,,100,0,0,0,0,,,,,28,6,2,1350,19.45,41.10,67.57,9.20,,93,0,0,0,0,,,,
1010,19:25:28,2,,,18,6,2,398,17.82,49.52,66.58,0.68,,101,0,0,0,0,,,,,28,6,2,1350,19.45,41.10,67.57,9.10,,94,0,0,0,0,,,,
1011,19:25:30,2,,,18,6,2,398,17.82,50.71,66.58,-0.51,,101,0,0,0,0,,,,,28,6,2,1350,19.45,42.06,67.57,8.14,,94,0,0,0,0,,,,
1012,19:25:32,2,,,18,6,2,398,17.82,50.71,66.58,-0.51,,102,0,0,0,0,,,,,28,6,2,1350,19.45,42.06,67.57,8.14,,95,0,0,0,0,,,,
1013,19:25:34,2,,,18,6,2,348,17.82,50.71,66.58,-0.51,,102,0,0,0,0,,,,,28,6,2,1350,19.45,43.04,67.57,7.16,,95,0,0,0,0,,,,
1014,19:25:36,2,,,18,6,2,348,17.82,50.71,66.58,-0.51,,103,0,0,0,0,,,,,28,6,2,1350,19.45,43.04,67.57,7.16,,96,0,0,0,0,,,,
1015,19:25:38,2,,,18,6,2,348,17.82,51.95,66.58,-1.75,,103,0,0,0,0,,,,,28,6,2,1350,19.45,43.04,67.57,7.16,,96,0,0,0,0,,,,
1016,19:25:40,2,,,18,6,2,348,17.82,51.95,66.58,-1.75,,104,0,0,0,0,,,,,28,6,2,1350,19.45,44.05,67.57,6.15,,97,0,0,0,0,,,,
1017,19:25:42,2,,,18,6,2,303,17.82,51.95,66.58,-1.75,,104,0,0,0,0,,,,,28,6,2,1350,19.45,44.05,67.57,6.15,,97,0,0,0,0,,,,
1018,19:25:44,2,,,18,6,2,303,17.82,51.95,66.58,-1.75,,105,0,0,0,0,,,,,28,6,2,1350,19.45,45.61,67.57,4.59,,97,0,0,0,0,,,,
1019,19:25:46,2,,,18,6,2,303,17.82,51.95,66.58,-1.75,,105,0,0,0,0,,,,,28,6,2,1350,19.45,45.61,67.57,4.59,,98,0,0,0,0,,,,
1020,19:25:48,2,,,18,6,2,303,18.47,51.95,66.58,-1.65,,105,0,0,0,0,,,,,28,6,2,1320,19.45,47.24,67.57,3.06,,98,0,0,0,0,,,,
1021,19:25:50,2,,,18,6,2,303,18.47,51.95,66.58,-1.65,,106,0,0,0,0,,,,,28,6,2,1320,19.45,47.24,67.57,3.06,,99,0,0,0,0,,,,
1022,19:25:52,2,,,18,6,2,263,18.47,51.95,66.58,-1.65,,106,0,0,0,0,,,,,28,6,2,1320,19.45,48.36,67.57,1.94,,99,0,0,0,0,,,,
1023,19:25:54,2,,,18,6,2,263,18.47,51.95,66.58,-1.55,,107,0,0,0,0,,,,,28,6,2,1320,19.45,48.36,67.57,2.04,,100,0,0,0,0,,,,
1024,19:25:56,2,,,18,6,2,263,18.47,51.95,66.58,-1.55,,107,0,0,0,0,,,,,28,6,2,1290,19.45,49.52,67.57,0.88,,100,0,0,0,0,,,,
1025,19:25:58,2,,,18,6,2,263,18.47,51.95,66.58,-1.55,,108,0,0,0,0,,,,,28,6,2,1290,19.45,49.52,67.57,0.88,,101,0,0,0,0,,,,
1026,19:26:00,2,,,18,6,2,263,18.47,51.95,66.58,-1.55,,108,0,0,0,0,,,,,28,6,2,1290,19.45,49.52,67.57,0.88,,101,0,0,0,0,,,,
1027,19:26:02,2,,,18,6,2,263,18.47,51.95,66.58,-1.55,,109,0,0,0,0,,,,,28,6,2,1290,19.45,50.11,67.57,0.29,,102,0,0,0,0,,,,
1028,19:26:04,2,,,18,6,2,263,18.47,51.95,66.58,-1.42,,109,0,0,0,0,,,,,28,6,2,1290,19.45,50.11,67.57,0.42,,102,0,0,0,0,,,,
1029,19:26:06,2,,,18,6,2,228,18.47,51.95,66.58,-1.42,,110,0,0,0,0,,,,,28,6,2,1211,19.45,50.71,67.57,-0.18,,102,0,0,0,0,,,,
1030,19:26:08,2,,,18,6,2,228,18.47,51.95,66.58,-1.42,,110,0,0,0,0,,,,,28,6,2,1211,19.45,50.71,67.57,-0.18,,103,0,0,0,0,,,,
1031,19:26:10,2,,,18,6,2,228,18.47,51.95,66.58,-1.42,,110,0,0,0,0,,,,,28,6,2,1211,19.45,50.71,67.57,-0.18,,103,0,0,0,0,,,,
1032,19:26:12,2,,,18,6,2,228,18.47,51.95,66.58,-1.42,,111,0,0,0,0,,,,,28,6,2,1211,19.45,50.71,67.57,-0.18,,104,0,0,0,0,,,,
1033,19:26:14,2,,,18,6,2,197,18.47,51.95,66.58,-1.42,,111,0,0,0,0,,,,,28,6,2,1211,19.45,50.71,67.57,-0.18,,104,0,0,0,0,,,,
1034,19:26:16,2,,,18,6,2,197,18.47,51.95,66.58,-1.42,,112,0,0,0,0,,,,,28,6,2,1211,19.45,50.71,67.57,-0.18,,105,0,0,0,0,,,,
1035,19:26:18,2,,,18,6,2,197,18.47,51.95,66.58,-1.30,,112,0,0,0,0,,,,,28,6,2,1130,19.45,51.95,67.57,-1.30,,105,0,0,0,0,,,,
1036,19:26:20,2,,,18,6,2,197,18.47,51.95,66.58,-1.30,,113,0,0,0,0,,,,,28,6,2,1130,19.45,51.95,67.57,-1.30,,106,0,0,0,0,,,,
1037,19:26:22,2,,,18,6,2,170,18.47,51.95,66.58,-1.30,,113,0,0,0,0,,,,,28,6,2,1130,19.45,51.95,67.57,-1.30,,106,0,0,0,0,,,,
1038,19:26:24,2,,,18,6,2,170,18.47,51.95,66.58,-1.30,,114,0,0,0,0,,,,,28,6,2,1130,19.45,51.95,67.57,-1.30,,106,0,0,0,0,,,,
1039,19:26:26,2,,,18,6,2,170,18.47,51.95,66.58,-1.30,,114,0,0,0,0,,,,,28,6,2,1130,19.45,51.95,67.57,-1.30,,107,0,0,0,0,,,,
1040,19:26:28,2,,,18,6,2,170,18.47,53.23,66.58,-2.45,,114,0,0,0,0,,,,,28,6,2,1048,19.45,51.95,67.57,-1.17,,107,0,0,0,0,,,,
1041,19:26:30,2,,,18,6,2,170,18.47,53.23,66.58,-2.45,,115,0,0,0,0,,,,,28,6,2,1048,19.45,51.95,67.57,-1.17,,108,0,0,0,0,,,,
1042,19:26:32,2,,,18,6,2,146,18.47,53.23,66.58,-2.45,,115,0,0,0,0,,,,,28,6,2,1048,19.45,51.95,67.57,-1.17,,108,0,0,0,0,,,,
1043,19:26:34,2,,,18,6,2,146,18.47,53.23,66.58,-2.45,,116,0,0,0,0,,,,,28,6,2,1048,19.45,51.95,67.57,-1.17,,109,0,0,0,0,,,,
1044,19:26:36,2,,,18,6,2,146,18.47,53.23,66.58,-2.45,,116,0,0,0,0,,,,,28,6,2,965,19.45,51.95,67.57,-1.17,,109,0,0,0,0,,,,
1045,19:26:38,2,,,18,6,2,146,18.47,53.23,66.58,-2.45,,117,0,0,0,0,,,,,28,6,2,965,19.45,51.95,67.57,-1.17,,110,0,0,0,0,,,,
1046,19:26:40,2,,,18,6,2,146,18.47,53.23,66.58,-2.45,,117,0,0,0,0,,,,,28,6,2,965,19.45,51.95,67.57,-1.17,,110,0,0,0,0,,,,
1047,19:26:42,2,,,18,6,2,146,18.47,53.23,66.58,-2.45,,118,0,0,0,0,,,,,28,6,2,965,19.45,51.95,67.57,-1.17,,111,0,0,0,0,,,,
1048,19:26:44,2,,,18,6,2,146,18.47,53.23,66.58,-2.45,,118,0,0,0,0,,,,,28,6,2,965,19.45,51.95,67.57,-1.17,,111,0,0,0,0,,,,
1049,19:26:46,2,,,18,6,2,126,18.47,53.23,66.58,-2.45,,119,0,0,0,0,,,,,28,6,2,894,19.78,53.23,67.57,-2.45,,111,0,0,0,0,,,,
1050,19:26:48,2,,,18,6,2,126,18.47,53.23,66.58,-2.45,,119,0,0,0,0,,,,,28,6,2,894,19.78,53.23,67.57,-2.45,,112,0,0,0,0,,,,
1051,19:26:50,2,,,18,6,2,126,18.47,53.23,66.58,-2.45,,119,0,0,0,0,,,,,28,6,2,883,19.78,53.23,67.57,-2.45,,112,0,0,0,0,,,,
1052,19:26:52,2,,,18,6,2,126,18.47,53.23,66.58,-2.45,,120,0,0,0,0,,,,,28,6,2,883,19.78,53.23,67.57,-2.45,,113,0,0,0,0,,,,
1053,19:26:54,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,120,0,0,0,0,,,,,28,6,2,883,19.78,53.23,67.57,-2.33,,113,0,0,0,0,,,,
1054,19:26:56,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,121,0,0,0,0,,,,,28,6,2,883,19.78,53.23,67.57,-2.33,,114,0,0,0,0,,,,
1055,19:26:58,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,121,0,0,0,0,,,,,28,6,2,883,19.78,53.23,67.57,-2.33,,114,0,0,0,0,,,,
1056,19:27:00,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,122,0,0,0,0,,,,,28,6,2,803,19.78,53.23,67.57,-2.33,,115,0,0,0,0,,,,
1057,19:27:02,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,122,0,0,0,0,,,,,28,6,2,803,19.78,53.23,67.57,-2.33,,115,0,0,0,0,,,,
1058,19:27:04,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,123,0,0,0,0,,,,,28,6,2,803,19.78,53.23,67.57,-2.33,,115,0,0,0,0,,,,
1059,19:27:06,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,123,0,0,0,0,,,,,28,6,2,803,19.78,53.23,67.57,-2.33,,116,0,0,0,0,,,,
1060,19:27:08,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,123,0,0,0,0,,,,,28,6,2,725,19.78,53.23,67.57,-2.33,,116,0,0,0,0,,,,
1061,19:27:10,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,124,0,0,0,0,,,,,28,6,2,725,19.78,53.23,67.57,-2.33,,117,0,0,0,0,,,,
1062,19:27:12,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,124,0,0,0,0,,,,,28,6,2,725,19.78,53.23,66.58,-2.33,,117,0,0,0,0,,,,
1063,19:27:14,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,125,0,0,0,0,,,,,28,6,2,725,19.78,53.23,66.58,-2.33,,118,0,0,0,0,,,,
1064,19:27:16,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,125,0,0,0,0,,,,,28,6,2,651,19.78,53.23,66.58,-2.33,,118,0,0,0,0,,,,
1065,19:27:18,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,126,0,0,0,0,,,,,28,6,2,651,19.78,53.23,66.58,-2.33,,119,0,0,0,0,,,,
1066,19:27:20,2,,,18,6,2,130,18.47,53.23,66.58,-2.33,,126,0,0,0,0,,,,,28,6,2,651,19.78,53.23,66.58,-2.33,,119,0,0,0,0,,,,
1067,19:27:22,2,,,18,6,2,130,18.47,53.23,66.58,-2.45,,127,0,0,0,0,,,,,28,6,2,651,19.78,53.23,66.58,-2.45,,120,0,0,0,0,,,,
1068,19:27:24,2,,,18,6,2,130,18.47,53.23,66.58,-2.45,,127,0,0,0,0,,,,,28,6,2,651,19.78,53.23,66.58,-2.45,,120,0,0,0,0,,,,
1069,19:27:26,2,,,18,6,2,130,18.47,54.55,66.58,-3.77,,128,0,0,0,0,,,,,28,6,2,603,19.78,53.23,66.58,-2.45,,121,0,0,0,0,,,,
1070,19:27:28,2,,,18,6,2,130,18.47,54.55,66.58,-3.77,,128,0,0,0,0,,,,,28,6,2,603,19.78,53.23,66.58,-2.45,,121,0,0,0,0,,,,
1071,19:27:30,2,,,18,6,2,130,18.47,54.55,66.58,-3.77,,129,0,0,0,0,,,,,28,6,2,581,19.78,53.23,66.58,-2.45,,122,0,0,0,0,,,,
1072,19:27:32,2,,,18,6,2,130,18.47,54.55,66.58,-3.77,,129,0,0,0,0,,,,,28,6,2,581,19.78,53.23,66.58,-2.45,,122,0,0,0,0,,,,
1073,19:27:34,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,130,0,0,0,0,,,,,28,6,2,581,19.78,53.23,66.58,-2.45,,123,0,0,0,0,,,,
1074,19:27:36,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,130,0,0,0,0,,,,,28,6,2,581,19.78,53.23,66.58,-2.45,,123,0,0,0,0,,,,
1075,19:27:38,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,131,0,0,0,0,,,,,28,6,2,581,19.78,53.23,66.58,-2.45,,123,0,0,0,0,,,,
1076,19:27:40,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,131,0,0,0,0,,,,,28,6,2,515,19.78,53.23,66.58,-2.45,,124,0,0,0,0,,,,
1077,19:27:42,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,131,0,0,0,0,,,,,28,6,2,515,19.78,53.23,66.58,-2.45,,124,0,0,0,0,,,,
1078,19:27:44,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,132,0,0,0,0,,,,,28,6,2,515,19.78,53.23,66.58,-2.45,,125,0,0,0,0,,,,
1079,19:27:46,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,132,0,0,0,0,,,,,28,6,2,515,19.78,53.23,66.58,-2.45,,125,0,0,0,0,,,,
1080,19:27:48,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,133,0,0,0,0,,,,,28,6,2,454,19.78,53.23,66.58,-2.45,,126,0,0,0,0,,,,
1081,19:27:50,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,133,0,0,0,0,,,,,28,6,2,454,19.78,53.23,66.58,-2.45,,126,0,0,0,0,,,,
1082,19:27:52,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,133,0,0,0,0,,,,,28,6,2,454,19.78,53.23,66.58,-2.45,,126,0,0,0,0,,,,
1083,19:27:54,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,134,0,0,0,0,,,,,28,6,2,454,19.78,53.23,66.58,-2.45,,127,0,0,0,0,,,,
1084,19:27:56,2,,,18,6,2,130,18.47,54.55,65.63,-3.77,,134,0,0,0,0,,,,,28,6,2,454,19.78,53.23,66.58,-2.45,,127,0,0,0,0,,,,
1085,19:27:58,2,,,18,6,2,130,18.47,54.55,65.63,-3.65,,135,0,0,0,0,,,,,28,6,2,398,19.78,53.23,65.63,-2.33,,128,0,0,0,0,,,,
1086,19:28:00,2,,,18,6,2,130,18.47,54.55,65.63,-3.65,,135,0,0,0,0,,,,,28,6,2,398,19.78,53.23,65.63,-2.33,,128,0,0,0,0,,,,
1087,19:28:02,2,,,18,6,2,130,18.47,54.55,65.63,-3.65,,136,0,0,0,0,,,,,28,6,2,398,19.78,51.95,65.63,-1.05,,129,0,0,0,0,,,,
1088,19:28:04,2,,,18,6,2,130,18.47,54.55,65.63,-3.65,,136,0,0,0,0,,,,,28,6,2,398,19.78,51.95,65.63,-1.05,,129,0,0,0,0,,,,
1089,19:28:06,2,,,18,6,2,130,18.47,54.55,65.63,-3.65,,137,0,0,0,0,,,,,28,6,2,374,19.78,51.95,65.63,-1.05,,130,0,0,0,0,,,,
1090,19:28:08,2,,,18,6,2,130,18.47,54.55,65.63,-3.65,,137,0,0,0,0,,,,,28,6,2,374,19.78,51.95,65.63,-1.05,,130,0,0,0,0,,,,
1091,19:28:10,2,,,18,6,2,130,18.47,54.55,65.63,-3.65,,138,0,0,0,0,,,,,28,6,2,348,19.78,51.95,65.63,-1.05,,131,0,0,0,0,,,,
1092,19:28:12,2,,,18,6,2,130,18.47,54.55,65.63,-3.55,,138,0,0,0,0,,,,,28,6,2,348,19.78,51.95,65.63,-0.95,,131,0,0,0,0,,,,
1093,19:28:14,2,,,18,6,2,130,18.47,54.55,65.63,-3.55,,139,0,0,0,0,,,,,28,6,2,348,19.78,51.95,65.63,-0.95,,132,0,0,0,0,,,,
1094,19:28:16,2,,,18,6,2,130,18.47,54.55,65.63,-3.55,,139,0,0,0,0,,,,,28,6,2,348,19.78,51.95,65.63,-0.95,,132,0,0,0,0,,,,
1095,19:28:18,2,,,18,6,2,130,18.47,54.55,65.63,-3.55,,140,0,0,0,0,,,,,28,6,2,319,19.78,50.71,65.63,0.29,,132,0,0,0,0,,,,
1096,19:28:20,2,,,18,6,2,130,18.47,54.55,65.63,-3.55,,140,0,0,0,0,,,,,28,6,2,319,19.78,50.71,65.63,0.29,,133,0,0,0,0,,,,
1097,19:28:22,2,,,18,6,2,130,18.47,54.55,64.71,-3.65,,140,0,0,0,0,,,,,28,6,2,319,19.78,50.71,65.63,0.19,,133,0,0,0,0,,,,
1098,19:28:24,2,,,18,6,2,130,18.47,54.55,64.71,-3.77,,141,0,0,0,0,,,,,28,6,2,319,19.78,50.71,65.63,0.07,,134,0,0,0,0,,,,
1099,19:28:26,2,,,18,6,2,130,18.47,54.55,64.71,-3.65,,141,0,0,0,0,,,,,28,6,2,319,19.78,50.71,65.63,0.19,,134,0,0,0,0,,,,
1100,19:28:28,2,,,18,6,2,130,18.47,54.55,64.71,-3.55,,142,0,0,0,0,,,,,28,6,2,292,19.78,50.11,65.63,0.89,,135,0,0,0,0,,,,
1101,19:28:30,2,,,18,6,2,130,18.47,54.55,64.71,-3.45,,142,0,0,0,0,,,,,28,6,2,292,19.78,50.11,65.63,0.99,,135,0,0,0,0,,,,
1102,19:28:32,2,,,18,6,2,130,18.47,54.55,64.71,-3.35,,143,0,0,0,0,,,,,28,6,2,292,19.78,49.52,65.63,1.68,,136,0,0,0,0,,,,
