CH Name,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R,aa,bb,dd,cc,gg,hh,rr,ee,ww,ll
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
3348,2.7,3.6,2.5,1.9,1.6,0.7,2,1.5,1.3,1,92,92,92,92,47,360,92,120,120,120
3349,2.6,3.4,2.3,1.5,1.7,0.8,2,1.4,1.4,1.1,92,92,92,92,47,110,92,120,120,120
3350,2.7,3.4,2.4,1.7,1.6,0.7,2,1.5,1.5,1.1,92,92,92,92,47,110,92,120,120,120
3351,2.9,3.6,2.4,1.7,1.8,0.6,1.9,1.6,1.2,0.9,92,92,92,92,47,110,92,120,120,120
3352,2.8,3.5,2.4,2.1,1.6,0.7,2,1.4,1.2,0.9,92,92,92,35,47,110,92,120,120,120
3353,2.8,3.5,2.4,1.7,1.5,0.8,2.2,1.6,1.4,0.8,92,92,92,92,47,120,92,120,120,120
3354,2.9,3.7,2.7,2.2,1.5,0.7,2,1.6,1.4,0.9,92,92,92,34,47,120,92,120,120,120
3355,2.9,3.4,2.3,1.7,1.6,0.7,2,1.3,1.2,0.9,92,92,92,35,47,120,92,120,120,120
3356,2.7,3.4,2.3,1.8,1.5,0.7,2,1.5,1.2,0.9,92,92,92,92,47,120,92,120,120,120
3357,2.9,3.8,2.7,2,1.7,0.7,1.9,1.8,1.2,1,92,92,92,92,47,120,92,120,120,120
3358,2.6,3.6,2.3,1.6,1.7,0.7,2.1,1.3,1.2,0.9,92,92,92,92,47,120,92,120,120,120
3359,2.6,3.6,2.3,1.7,1.7,0.7,2.1,1.7,1.4,0.9,92,92,92,92,47,120,92,120,120,120
3360,2.9,3.7,2.5,2,1.5,0.7,2,1.6,1.5,0.9,92,92,92,92,47,120,92,120,120,120
3361,2.8,3.7,2.3,1.8,1.5,0.6,1.9,1.4,1.2,0.9,92,92,92,92,47,120,92,120,120,120
3362,2.8,3.5,2.5,2.5,1.6,0.7,2,1.6,1.3,1,92,92,92,92,47,120,92,120,120,120
3363,2.9,3.5,2.4,2,1.7,0.6,2,1.3,1.4,0.9,92,92,92,92,47,360,92,120,120,120
3364,2.8,3.9,2.4,1.7,1.7,0.8,2,1.3,1.3,0.9,92,92,92,92,47,360,92,120,120,120
3365,2.6,3.7,2.5,1.7,1.6,0.7,1.9,1.4,1.2,1.1,92,92,92,92,47,240,92,92,120,120
3366,2.7,3.6,2.3,1.7,1.7,0.7,2,1.5,1.4,0.9,92,92,92,92,47,240,92,16,120,120
3367,2.7,3.7,2.4,2.1,1.5,0.7,1.9,1.6,1.4,0.9,92,92,92,92,47,240,92,16,120,120
3368,2.9,3.7,2.5,1.8,1.7,0.8,2,1.5,1.3,1.3,92,92,92,92,47,240,92,240,120,120
3369,2.8,3.9,2.6,1.8,1.7,0.7,2,1.7,1.4,1.1,92,92,92,92,47,240,92,240,120,120
3370,2.6,3.7,2.5,1.9,1.7,0.8,1.9,1.5,1.6,1,92,92,92,92,47,120,92,120,120,120
3371,2.8,3.9,2.4,1.8,1.8,0.8,2,1.8,1.5,1,92,92,92,92,47,120,92,120,120,120
3372,2.7,3.9,2.5,1.8,1.7,0.8,1.9,1.5,1.3,1.1,92,92,92,92,47,120,92,120,120,120
3373,2.8,3.9,2.5,1.9,1.8,0.8,2,1.6,1.5,1,92,92,92,32,47,120,92,120,120,120
3374,2.9,3.8,2.6,1.7,1.6,0.8,2,1.6,1.3,1,92,92,92,34,47,120,92,120,120,120
3375,2.7,5.7,4.2,1.7,3,2.9,2.7,3.8,2.4,2.3,92,92,92,92,47,120,92,120,120,120
3376,2.6,3.9,2.5,1.7,1.8,0.7,2.1,1.8,1.3,1,92,92,92,36,47,120,92,120,120,120
3377,2.8,3.6,2.6,1.6,1.8,0.7,2,1.5,1.2,0.8,92,92,92,92,47,120,92,120,120,240
3378,2.7,3.7,2.5,1.6,1.6,0.7,2.1,1.6,1.3,0.9,92,92,92,92,47,240,92,120,120,240
3379,2.8,4.2,2.5,1.8,1.5,0.8,1.9,1.4,1.4,0.9,92,92,92,92,47,360,92,60,120,240
3380,2.7,3.9,2.4,2.2,1.6,0.7,1.9,1.4,1.2,0.9,92,92,92,32,47,240,92,60,120,240
3381,2.7,3.7,2.3,1.7,1.5,0.7,2,1.4,1.3,1,92,92,92,92,48,240,92,240,120,120
3382,2.6,3.4,2.4,1.6,1.4,0.7,2.1,1.4,1.2,0.9,92,92,92,92,48,240,92,240,120,240
3383,2.8,3.9,2.4,1.7,1.4,0.7,2,1.5,1.3,1,92,92,92,92,48,240,92,240,120,120
3384,2.8,3.6,2.3,1.5,1.4,0.7,1.8,1.4,1.3,0.9,92,92,92,92,48,240,92,240,120,120
3385,2.6,3.7,2.4,2.2,1.5,0.7,2.3,1.6,1.2,0.9,92,92,92,92,48,240,92,120,120,120
3386,2.8,4.2,2.3,1.8,1.5,0.8,1.9,1.4,1.4,1,92,92,92,92,48,120,92,120,120,120
3387,2.6,3.8,2.3,1.4,1.5,0.7,1.9,1.6,1.3,1,92,92,92,92,48,120,92,120,120,120
3388,2.8,3.8,2.5,2.3,1.5,0.8,2.3,1.8,1.6,1.2,92,92,92,92,48,120,92,120,120,120
3389,2.7,3.7,2.3,1.7,1.6,0.9,2.1,1.6,1.4,1.3,92,92,92,92,48,120,92,120,120,120
3390,2.6,3.4,2.5,1.6,1.4,0.8,2,1.6,1.3,1.1,92,92,92,92,48,120,92,120,120,120
3391,2.6,3.9,2.3,1.7,1.3,0.8,2.1,1.5,1.5,1,92,92,92,92,48,120,92,120,120,120
3392,2.8,3.7,2.5,1.8,1.6,0.8,2,1.4,1.3,1,92,92,92,92,48,120,92,120,120,120
3393,2.7,3.8,2.3,1.5,1.4,0.8,1.9,1.5,1.2,0.9,92,92,92,92,48,120,92,120,120,120
3394,2.6,3.6,2.4,1.8,1.5,0.7,2.1,1.5,1.3,0.9,92,92,92,92,48,240,92,120,120,120
3395,2.7,3.5,2.3,1.5,1.4,0.7,1.9,1.6,1.2,0.8,92,92,92,92,48,240,92,120,120,120
3396,2.6,3.6,2.2,1.6,1.6,0.8,1.9,1.4,1.1,0.9,92,92,92,92,48,240,92,120,120,120
3397,2.6,3.1,2.3,1.4,1.4,0.7,2.1,1.3,1.1,0.9,92,92,92,92,48,240,92,16,120,120
3398,2.5,3.5,2.2,1.3,1.4,0.8,2.1,1.5,1.3,0.9,92,92,92,92,48,360,92,16,120,120
3399,2.6,3.3,2.3,1.6,1.5,0.7,1.9,1.4,1.3,0.8,92,92,92,92,48,360,92,16,120,120
3400,2.6,3.4,2.2,1.8,1.7,0.9,2,1.4,1.2,1,92,92,92,92,48,110,92,16,120,120
3401,2.7,3.5,2.2,1.6,1.6,0.6,2,1.4,1.2,1,92,92,92,92,48,240,92,16,120,120
3402,2.5,3.3,2.2,1.9,1.5,0.8,2.2,1.4,1.3,1,92,92,92,92,47,240,92,16,120,120
3403,2.6,3.2,2.5,1.8,1.8,0.8,1.9,1.4,1.2,1,92,92,92,92,47,240,92,16,120,120
3404,2.6,3.7,2.3,1.7,1.6,0.6,2.1,1.5,1.2,0.9,92,92,92,92,47,240,92,16,120,120
3405,2.7,3.4,2.4,1.9,1.6,0.7,2,1.6,1.3,1.1,92,92,92,92,47,240,92,16,120,120
3406,2.6,3.2,2.3,1.7,1.6,0.8,2.1,1.3,1.3,1,92,92,92,92,47,240,92,16,120,120
3407,2.5,3.3,2.3,1.6,1.7,0.7,1.9,1.4,1.2,1,92,92,92,92,47,240,92,60,120,120
3408,2.6,3.2,2.4,1.7,1.5,0.8,2,1.6,1.3,0.9,92,92,92,34,47,120,92,120,120,120
3409,2.5,3.4,2.4,1.8,1.7,0.8,2,1.6,1.3,1.1,92,92,92,32,47,120,92,16,120,120
3410,2.5,3.3,2.4,1.7,1.7,0.7,1.8,1.5,1.3,1,92,92,92,32,47,120,92,120,120,120
3411,2.4,3,2.4,1.4,1.6,0.7,2,1.5,1.4,1,92,92,92,92,47,120,92,120,120,120
3412,2.4,3,2.4,1.6,1.7,0.6,2.2,1.6,1.6,1,92,92,92,92,47,120,92,120,120,120
3413,2.4,3.3,2.5,1.5,1.7,0.8,2.3,1.9,1.3,1.2,92,92,92,92,47,120,92,120,120,120
3414,2.7,3.1,2.7,2.1,1.4,0.7,2,1.6,1.5,0.9,92,92,92,92,47,120,92,120,120,120
3415,2.6,3,2.7,1.7,1.6,0.8,2.2,1.5,1.4,1,92,92,92,92,47,120,92,120,120,120
3416,2.5,3.3,2.6,1.8,1.6,0.8,2.2,1.7,1.5,1,92,92,92,92,47,120,92,120,120,120
3417,2.4,3.3,2.4,1.8,1.6,0.8,2.4,1.5,1.4,0.9,92,92,92,37,47,120,92,120,120,120
3418,2.5,3.2,2.6,1.7,1.6,0.8,2.2,1.6,1.6,0.9,92,92,92,92,47,120,92,120,120,120
3419,2.6,3.2,2.4,1.8,1.6,0.8,2.3,1.8,1.5,1.1,92,92,92,37,47,120,92,120,120,120
3420,2.5,3,2.4,1.9,1.6,0.8,2.1,1.6,1.4,1,92,92,92,92,47,120,92,120,120,120
3421,2.3,3.1,2.3,1.9,1.4,0.8,2.1,1.5,1.3,0.9,92,92,92,92,47,120,92,120,120,120
3422,2.3,3,2.3,1.7,1.7,0.8,2.1,1.4,1.2,0.9,92,92,92,92,47,120,92,120,120,120
3423,2.2,2.9,2.4,1.6,1.6,0.7,2.2,1.6,1.3,0.9,92,92,92,92,47,120,92,120,120,120
3424,2.4,3.3,2.6,1.9,1.6,0.8,2.1,1.4,1.1,1.1,92,92,92,34,47,120,92,120,120,120
3425,2.6,3,2.5,2,1.7,0.8,2,1.6,1.3,0.9,92,92,92,35,47,120,92,120,120,120
3426,2.2,2.8,2.3,1.5,1.6,0.7,2.4,1.8,1.2,1,92,92,92,92,47,120,92,120,120,120
3427,2.3,3.2,2.4,2,1.7,0.8,2.3,1.6,1.3,0.9,92,92,92,92,47,120,92,120,120,120
3428,2.3,2.9,2.4,1.7,1.8,0.6,2.2,1.7,1.4,1,92,92,92,92,47,120,92,120,120,120
3429,2.4,3.3,2.7,1.5,1.6,1.2,2.2,1.7,1.3,1.1,92,92,92,92,47,120,92,120,120,120
3430,2.4,3,2.4,1.4,1.8,1.1,2.1,1.7,1.3,1,92,92,92,92,47,120,92,120,120,120
3431,2.4,3.2,2.7,1.4,1.9,1,2.1,1.9,1.3,1,92,92,92,92,47,120,92,120,120,120
3432,2.5,3.2,2.6,1.5,1.7,0.9,2,1.8,1.3,1,92,92,92,92,47,110,92,120,120,120
3433,2.2,3.3,2.5,1.5,1.6,1.1,2.1,1.6,1.3,1,92,92,92,92,47,120,92,120,120,120
3434,2.4,2.8,2.5,1.7,1.5,0.8,2.2,1.9,1.3,1.1,92,92,92,92,47,120,92,120,120,120
3435,2.4,2.9,2.3,1.8,1.7,1,2.1,1.5,1.2,1,92,92,92,92,47,120,92,120,120,120
3436,2.5,3.2,2.3,1.5,1.8,0.9,2.1,1.5,1.3,1,92,92,92,92,47,120,92,120,120,120
3437,2.1,3.1,2.5,1.5,1.7,0.9,2,1.4,1.3,1,92,92,92,92,47,110,92,120,120,120
3438,2.4,3.2,2.5,1.8,1.8,0.8,2.2,1.7,1.5,1,92,92,92,92,47,360,92,120,120,120
3439,2.4,3,2.6,1.6,1.7,0.9,2.1,1.9,1.5,1.2,92,92,92,92,47,360,92,120,120,120
3440,2.4,3.5,2.6,1.4,1.8,0.9,2.4,2,1.4,0.9,92,92,92,92,47,120,92,120,120,120
3441,2.3,3,2.7,1.6,1.7,0.9,2.1,1.7,1.2,0.9,92,92,92,92,47,120,92,120,120,120
3442,2.6,3,2.6,1.5,1.8,1,2.1,1.6,1.4,1.1,92,92,92,92,47,120,92,120,120,120
3443,2.5,3.2,2.4,1.6,2.2,1,2.3,1.8,1.6,1.1,92,92,92,92,47,330,92,120,120,120
3444,2.3,3,2.5,1.9,1.8,0.9,2.1,1.7,1.3,1.1,92,92,92,35,47,330,92,120,120,120
3445,2.5,3.2,2.6,1.6,2,1,2.1,1.8,1.4,0.9,92,92,92,32,47,120,92,120,120,120
3446,2.4,3.1,2.6,1.5,1.9,0.9,2.2,1.7,1.4,1.1,92,92,92,92,47,360,92,120,120,120
3447,2.6,3.1,2.7,2.2,2,1,2.1,1.7,1.6,1.1,92,92,92,36,47,110,92,9,120,120
3448,2.2,3.3,2.6,1.4,2,1,2.1,1.9,1.3,1.2,92,92,92,92,47,360,92,110,120,120
3449,2.5,3.1,2.4,1.6,2,1,2,1.6,1.5,1.3,92,92,92,92,47,110,92,9,120,120
3450,2.4,3.2,2.7,1.6,2,1,2,1.4,1.3,1.2,92,92,92,92,47,110,92,16,120,120
3451,2.3,3,2.5,1.7,1.8,1.1,2.2,1.6,1.5,1.1,92,92,92,92,47,120,92,110,120,120
3452,2.5,3,2.4,1.7,1.8,1,2.3,1.6,1.6,1.2,92,92,92,92,47,120,92,120,120,120
3453,2.3,3.2,2.3,1.6,1.8,1,2,1.6,1.3,1.3,92,92,92,92,47,120,92,120,120,120
3454,2,3.3,2.6,1.5,1.9,1.1,2,1.6,1.4,1.5,92,92,92,92,47,120,92,120,120,120
3455,2.2,2.9,2.6,1.5,1.9,1,2.1,1.6,1.5,1.3,92,92,92,92,47,120,92,120,120,120
3456,2.3,4,3.5,1.4,2.3,2.7,2.3,2.7,2.1,2.1,92,92,92,92,47,120,92,120,120,120
3457,2.3,2.9,2.4,1.7,1.9,1,2.2,1.6,1.4,1.2,92,92,92,92,47,120,92,120,120,120
3458,2.4,3,2.6,1.4,1.9,1,2,1.7,1.4,1.1,92,92,92,92,47,120,92,120,120,120
3459,2.3,3.2,2.5,1.6,1.9,1.1,2.2,1.7,1.5,1.2,92,92,92,92,47,120,92,120,120,120
3460,2.2,3,2.4,1.4,1.8,0.9,2.2,1.7,1.5,1.2,92,92,92,92,47,120,92,120,120,120
3461,2.2,2.9,2.5,1.7,1.7,0.9,2.1,1.7,1.5,1.1,92,92,92,92,47,120,92,120,120,120
3462,2.3,3.1,2.8,1.6,1.8,1.1,2.1,1.9,1.3,1.2,92,92,92,92,47,120,92,120,120,120
3463,2.2,2.8,2.4,1.6,1.8,1,2.1,1.7,1.4,1.1,92,92,92,92,47,120,92,120,120,120
3464,2.2,2.9,2.7,1.7,1.8,0.8,2.1,1.6,1.3,1.1,92,92,92,92,47,330,92,120,120,120
3465,2.2,3,2.3,1.7,1.7,0.9,2.2,1.4,1.4,1,92,92,92,92,47,330,92,120,120,120
3466,2.4,3.1,2.5,1.8,1.6,1,2,1.6,1.4,1,92,92,92,92,47,330,92,120,120,120
3467,2.1,2.8,2.3,1.7,1.7,0.8,2.1,1.5,1.3,1.1,92,92,92,92,47,330,92,120,120,120
3468,2.3,2.9,2.4,2,1.8,0.8,2.2,1.5,1.3,1.2,92,92,92,92,47,330,92,9,120,120
3469,2.1,2.9,2.4,1.5,1.8,0.8,2.1,1.5,1.3,1.1,92,92,92,92,47,360,92,16,120,120
3470,2.2,2.8,2.6,1.4,1.8,1.1,2.2,1.8,1.4,1,92,92,92,92,47,360,92,360,120,120
3471,2.3,2.7,2.4,1.5,1.9,0.7,2.2,1.4,1.3,1.1,92,92,92,92,47,360,92,92,120,120
3472,2.3,2.9,2.6,1.5,1.8,0.8,2.1,1.7,1.4,1,92,92,92,92,47,330,92,16,120,120
3473,2.5,2.9,2.3,1.8,1.7,0.8,2.1,1.7,1.4,1.1,92,92,92,92,47,330,92,16,120,120
3474,2.2,2.9,2.4,1.5,2,0.8,2,1.5,1.3,1.2,92,92,92,92,47,330,92,330,120,120
3475,2.3,3,2.4,1.9,1.7,0.9,2.1,1.5,1.4,1,92,92,92,92,47,330,92,92,120,120
3476,2.4,2.8,2.3,1.8,1.8,0.8,2,1.5,1.4,1,92,92,92,92,47,330,92,16,120,120
3477,2.3,2.7,2.4,1.5,1.5,0.8,2,1.4,1.2,1.1,92,92,92,92,47,330,92,16,120,120
3478,2.5,2.8,2.5,1.8,1.8,0.8,2,1.6,1.4,1,92,92,92,92,47,330,92,16,120,120
3479,2.2,2.8,2.3,1.7,1.9,0.8,2.1,1.5,1.5,1,92,92,92,92,47,360,92,16,120,120
3480,2.4,3,2.8,1.9,1.7,1.1,2.2,1.7,1.5,1.2,92,92,92,33,47,360,92,16,120,120
3481,2.4,2.7,2.4,1.5,1.8,0.8,2,1.4,1.5,1,92,92,92,92,47,330,92,16,120,120
3482,2.2,3.1,2.3,1.5,1.8,0.9,2,1.5,1.4,1,92,92,92,92,47,330,92,16,120,120
3483,2.3,3.1,2.5,1.7,1.7,0.9,2.2,1.7,1.6,1.2,92,92,92,92,47,330,92,10,120,120
3484,2.2,3.1,2.6,1.6,2,1.1,2.1,1.6,1.5,1,92,92,92,92,47,330,92,10,120,120
3485,2.5,2.7,2.3,1.8,1.8,0.7,2.1,1.7,1.4,1.3,92,92,92,35,47,330,92,330,120,120
3486,2.2,2.9,2.4,1.4,1.7,0.9,2,1.7,1.3,1.1,92,92,92,92,47,330,92,330,120,120
3487,2.4,3,2.4,1.7,1.8,0.8,2.1,1.5,1.4,0.9,92,92,92,92,47,330,92,16,120,120
3488,2.4,2.9,2.3,1.8,1.6,0.9,2.1,1.6,1.5,0.9,92,92,92,92,47,330,92,10,120,120
3489,2.1,2.8,2.5,1.7,1.5,0.9,2.1,1.7,1.4,0.9,92,92,92,92,47,360,92,16,120,120
3490,2.2,2.8,2.2,2,1.7,1.1,2.2,1.5,1.4,1.1,92,92,92,92,47,360,92,16,120,120
3491,2.3,2.9,2.4,1.6,1.8,0.8,2,1.4,1.4,1,92,92,92,34,47,360,92,16,120,120
3492,2.2,2.6,2.4,1.4,1.6,0.8,2.2,1.4,1.3,1.1,92,92,92,92,47,360,92,16,120,120
3493,2.4,2.8,2.6,1.4,1.8,0.8,2,1.5,1.3,0.9,92,92,92,92,47,330,92,92,120,120
3494,2.4,2.8,2.2,1.7,1.8,0.8,2,1.5,1.3,0.9,92,92,92,92,47,360,92,92,120,120
3495,2.3,2.9,2.7,1.7,2,0.8,2,1.5,1.6,1,92,92,92,92,47,330,92,16,120,120
3496,2.4,2.6,2.3,1.9,1.8,0.8,2.3,1.5,1.4,1.1,92,92,92,34,47,330,92,16,120,120
3497,2.4,2.7,2.4,1.6,1.7,0.7,2.3,1.7,1.3,0.9,92,92,92,92,47,330,92,120,120,120
3498,2.3,2.9,2.4,1.7,1.7,0.8,2,1.5,1.4,1.1,92,92,92,36,47,120,92,120,120,120
3499,2.6,2.8,2.7,1.4,2,0.8,2,1.7,1.4,1,92,92,92,92,47,120,92,120,120,120
3500,2.2,2.9,2.6,1.5,1.8,1,2.1,1.6,1.5,1,92,92,92,92,47,120,92,120,120,120
3501,2.4,3,2.5,1.6,1.8,0.9,2.2,1.8,1.4,0.9,92,92,92,92,47,120,92,120,120,120
3502,2.3,3.1,2.4,1.8,1.9,0.9,2,1.7,1.4,1.2,92,92,92,92,47,120,92,120,120,120
3503,2.3,2.9,2.5,1.5,1.9,0.9,2.3,1.7,1.4,1,92,92,92,92,47,120,92,120,120,120
3504,2.3,2.8,2.7,1.5,1.8,0.9,2.2,1.6,1.4,1.1,92,92,92,92,47,120,92,120,120,120
3505,2.2,2.5,2.4,1.4,1.7,0.9,2.1,1.7,1.3,1.1,92,92,92,92,47,120,92,120,120,120
3506,2.4,2.9,2.6,1.7,1.9,0.9,2.1,1.7,1.4,1,92,92,92,34,47,120,92,120,120,120
3507,2.4,2.9,2.5,1.6,1.8,0.8,2.2,1.6,1.4,1,92,92,92,92,47,120,92,120,120,120
3508,2.2,2.8,2.4,1.7,1.6,0.8,2.1,1.6,1.4,1.1,92,92,92,31,47,120,92,120,120,120
3509,2.3,3,2.5,1.7,1.9,1,2.1,1.8,1.4,1,92,92,92,34,47,120,92,120,120,120
3510,2.6,3,2.7,1.7,2,1,2,1.7,1.5,1.1,92,92,92,35,47,120,92,120,120,120
3511,2.7,2.9,2.9,1.6,1.9,1.1,2.3,1.9,1.5,1,92,92,92,92,47,120,92,120,120,120
3512,2.3,2.7,2.6,1.4,1.8,0.9,2.2,1.7,1.3,0.9,92,92,92,92,47,120,92,120,120,120
3513,2.4,2.7,2.5,1.9,1.8,0.9,2.3,1.8,1.3,1,92,92,92,92,47,120,92,120,120,120
3514,2.4,2.8,2.5,2.1,1.7,0.9,2.1,1.7,1.4,1.1,92,92,92,92,47,120,92,120,120,120
3515,2.4,2.8,2.6,1.7,1.7,1,2,1.7,1.5,1,92,92,92,92,47,120,92,120,120,120
3516,2.3,2.9,2.4,1.7,1.8,0.9,2,1.6,1.4,1.1,92,92,92,31,47,120,92,120,120,120
3517,2.4,3,2.7,1.5,2.1,1,2.1,1.8,1.2,0.9,92,92,92,92,47,120,92,120,120,120
3518,2.3,2.8,2.2,1.5,1.9,1,2,1.4,1.4,1,92,92,92,92,47,120,92,120,120,120
3519,2.2,2.7,2.4,1.5,1.9,1,2.1,1.8,1.5,1.1,92,92,92,92,47,120,92,120,120,120
3520,2.3,3.1,2.4,1.6,1.7,0.9,2.1,1.4,1.5,1.1,92,92,92,92,47,120,92,120,120,120
3521,2.2,2.9,2.6,1.6,1.9,1,2.1,1.6,1.5,1,92,92,92,92,47,120,92,120,120,120
3522,2.4,2.7,2.5,1.5,2,0.9,2,1.4,1.3,1,92,92,92,92,47,120,92,120,120,120
3523,2.3,2.7,2.4,1.7,1.9,1,2.1,1.5,1.3,1.1,92,92,92,92,47,330,92,120,120,120
3524,2.4,2.9,2.6,1.7,1.6,0.9,2,1.7,1.4,1.3,92,92,92,92,47,330,92,16,120,120
3525,2.3,3.1,2.5,1.7,1.7,0.9,2.1,1.5,1.3,1.1,92,92,92,92,47,360,92,120,120,120
3526,2.6,2.8,3.5,1.7,2.6,2.3,2,2.2,1.7,1.7,92,92,92,92,47,330,92,330,120,120
3527,2.5,3.2,2.7,1.7,2,1,2.2,1.9,1.3,1.3,92,92,92,92,47,360,92,330,120,120
3528,2.2,2.8,2.5,1.6,2,1.1,2,1.7,1.4,1.1,92,92,92,31,47,330,92,330,120,120
3529,2.4,3,2.7,1.6,2.1,1.1,2.2,1.7,1.4,1.1,92,92,92,92,47,330,92,330,120,120
3530,2.7,2.9,2.9,1.9,1.9,1.1,2.1,1.7,1.3,1.1,92,92,92,31,47,360,92,360,120,120
3531,2.3,3.4,2.8,1.5,1.8,1,2,1.5,1.4,1.1,92,92,92,92,47,360,92,360,120,120
3532,2.5,2.8,2.5,1.9,1.8,1.1,2,1.4,1.4,1.2,92,92,92,34,47,360,92,360,120,120
3533,2.4,2.9,2.6,1.7,2.1,1,2,1.7,1.4,1.2,92,92,92,36,47,360,92,360,120,120
3534,2.3,2.9,2.9,1.6,1.7,0.9,2,1.9,1.4,1.2,92,92,92,92,47,360,92,360,120,120
3535,2.4,2.8,2.6,1.9,1.8,1,2.2,1.8,1.6,1.1,92,92,92,92,47,360,92,360,120,120
3536,2.3,3.1,2.7,1.8,2.1,1,2,1.5,1.6,1.2,92,92,92,92,47,360,92,360,120,120
3537,2.3,2.9,2.6,1.5,2,1.1,2.1,1.9,1.4,1.2,92,92,92,92,47,360,92,120,120,120
3538,2.3,3,2.8,1.6,1.8,0.9,2.1,1.7,1.5,1.1,92,92,92,92,47,360,92,120,120,120
3539,2.4,3.1,2.5,1.6,2,1,2.1,1.7,1.3,1.3,92,92,92,92,47,360,92,120,120,120
3540,2.3,3,2.5,1.3,1.9,1,2.1,1.8,1.3,1.3,92,92,92,92,47,360,92,120,120,120
3541,2.5,3.2,2.6,1.9,1.8,1.1,2.1,1.6,1.3,1.1,92,92,92,92,47,360,92,120,120,120
3542,2.6,3.2,2.6,1.7,2,1,2.4,1.8,1.5,1.3,92,92,92,92,47,360,92,360,120,120
3543,2.2,2.9,2.5,1.8,1.8,1.1,2,1.5,1.5,1,92,92,92,92,47,360,92,360,120,120
3544,2.3,2.9,2.5,1.6,1.7,1.1,2.2,1.8,1.4,1.1,92,92,92,92,47,360,92,120,120,120
3545,2.2,2.8,2.4,1.5,1.8,1,2.3,1.8,1.4,1.1,92,92,92,92,47,360,92,120,120,120
3546,2.3,2.9,2.8,1.7,1.9,1.1,2.1,1.7,1.3,1.1,92,92,92,92,47,360,92,120,120,120
3547,2.4,3,2.6,1.4,2,1,2.3,1.8,1.4,1.1,92,92,92,92,47,360,92,120,120,120
3548,2.3,2.8,2.5,1.5,2,1.1,2.2,1.7,1.5,1,92,92,92,92,47,360,92,120,120,120
3549,2.5,2.9,2.7,1.6,1.9,1.1,2.2,1.7,1.3,1.5,92,92,92,92,47,330,92,120,120,120
3550,2.4,2.8,2.9,1.5,1.9,1.1,2.3,1.7,1.4,1.2,92,92,92,92,47,360,92,120,120,120
3551,2.3,3,2.7,1.6,2,1.1,2.2,1.7,1.5,1,92,92,92,35,47,360,92,360,120,120
3552,2.3,2.7,2.5,1.5,2,1.1,2.1,1.6,1.5,1,92,92,92,92,47,360,92,360,120,120
3553,2.3,3.1,2.5,1.7,1.8,1.1,2,1.5,1.5,1,92,92,92,92,47,360,92,360,120,120
3554,2.4,2.8,2.6,1.5,2.1,1,2,1.6,1.3,1.1,92,92,92,92,47,360,92,360,120,120
3555,2.3,2.9,2.7,1.5,1.9,1,2.1,1.6,1.4,1.2,92,92,92,92,47,360,92,360,120,120
3556,2.3,2.8,2.8,1.8,1.9,1.1,2.1,1.6,1.4,1,92,92,92,92,47,360,92,360,120,120
3557,2.1,2.5,2.4,1.7,1.9,0.9,2,1.6,1.3,0.9,92,92,92,92,47,360,92,360,120,120
3558,2.3,2.8,2.4,1.5,2,0.9,2.1,1.6,1.4,1,92,92,92,92,47,360,92,16,120,120
3559,2.1,2.8,2.6,1.4,1.8,1,2.1,1.9,1.5,1,92,92,92,92,47,360,92,16,120,120
3560,2.2,4.4,4.1,2.1,2.6,3.8,3.3,5.1,2.2,2.8,92,92,92,92,47,360,92,16,120,120
3561,2.2,2.7,2.4,1.6,1.8,1,1.9,1.6,1.4,1,92,92,92,92,47,360,92,360,120,120
3562,2.3,2.7,2.7,1.4,2,1,2,1.7,1.2,1.1,92,92,92,92,47,360,92,360,120,120
3563,2.2,2.8,2.4,1.7,1.9,1,2,1.3,1.3,1.1,92,92,92,92,47,360,92,360,120,120
3564,2.4,2.6,2.4,1.6,1.9,0.8,2.1,1.6,1.3,1,92,92,92,92,47,360,92,360,120,120
3565,2.3,2.6,2.5,1.6,2,0.9,2,1.7,1.3,1.1,92,92,92,92,47,360,92,360,120,120
3566,2.2,2.8,2.4,1.5,1.7,1,2.1,1.7,1.4,1,92,92,92,92,47,360,92,360,120,120
3567,2.3,2.5,2.5,1.5,1.6,0.8,2,1.5,1.2,1.1,92,92,92,92,47,360,92,16,120,120
3568,2.2,2.9,2.3,1.7,2,0.9,2,1.5,1.3,1,92,92,92,92,47,360,92,16,120,120
3569,2.3,2.6,2.3,1.5,1.8,0.8,2,1.4,1.2,1.1,92,92,92,92,47,360,92,16,120,120
3570,2.3,2.7,2.4,1.6,1.7,0.8,2,1.6,1.4,1,92,92,92,92,47,360,92,360,120,120
3571,2.5,2.5,2.6,1.7,1.7,0.9,2,1.7,1.5,1.1,92,92,92,92,47,360,92,360,120,120
3572,2.3,2.7,2.6,1.8,2,0.9,2,1.4,1.3,1.3,92,92,92,92,47,360,92,360,120,120
3573,2.3,2.8,2.4,1.5,1.9,0.9,2,1.4,1.2,1.1,92,92,92,92,47,360,92,360,120,120
3574,2.3,2.6,2.6,1.9,1.8,1,1.9,1.5,1.4,1.1,92,92,92,92,47,360,92,360,120,120
