CH Name,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
651,2.9,3.5,1.9,5.5,2.8,1.1,3.2,1.8,3.1,2.0,34,34,47,34,34,110,69,34,34,34
652,2.9,3.3,2.3,5.5,2.7,1.0,3.0,1.7,3.4,1.8,34,34,47,34,34,360,69,34,34,34
653,3.0,3.4,2.1,5.6,2.7,1.0,3.1,1.7,3.1,2.1,34,34,47,34,34,120,69,120,34,34
654,2.9,3.2,2.0,5.6,2.9,1.1,2.9,1.6,3.2,1.9,34,34,47,34,34,120,69,120,34,34
655,2.9,3.2,2.0,5.5,2.5,1.0,2.9,1.8,3.1,1.8,34,34,47,34,34,360,69,120,34,34
656,2.9,3.5,1.9,5.7,2.7,1.1,2.8,1.8,3.1,1.8,34,34,360,34,34,360,69,120,34,120
657,3.0,3.4,2.2,5.4,2.9,1.0,2.9,1.7,3.0,1.9,34,34,120,34,34,120,69,120,34,34
658,3.0,3.5,2.1,5.5,2.7,1.4,3.1,1.9,3.3,2.0,34,34,120,34,34,120,69,120,34,120
659,3.0,3.4,1.9,5.4,2.8,1.1,3.1,2.2,3.1,2.2,34,34,120,34,34,120,69,120,34,120
660,2.9,3.3,2.1,5.5,2.8,1.2,3.0,1.7,3.0,1.9,34,34,120,34,34,120,69,120,34,34
661,3.0,3.3,2.0,5.8,2.8,1.4,3.1,2.0,3.3,1.8,34,34,120,34,34,120,69,120,34,120
662,2.9,3.4,2.2,5.6,2.9,1.5,3.0,1.9,3.0,2.1,34,34,120,34,34,120,69,120,34,34
663,3.2,3.6,1.9,6.4,2.8,1.2,2.9,1.8,3.5,1.7,34,34,120,34,34,120,69,120,34,34
664,2.9,3.2,2.1,5.5,3.2,1.3,3.0,2.1,3.1,1.8,34,34,47,34,34,120,69,120,34,34
665,3.0,3.3,1.9,5.5,2.6,1.1,3.1,1.9,3.1,1.8,34,34,120,34,34,120,69,120,34,34
666,3.0,3.4,1.9,5.5,2.6,1.1,3.1,2.0,3.1,1.8,34,34,47,34,34,360,69,120,34,34
667,3.0,3.2,1.9,5.6,2.9,1.0,3.0,1.7,3.1,1.6,34,34,47,34,34,360,69,120,34,34
668,2.9,3.3,2.1,5.4,2.7,1.1,3.0,1.9,3.1,1.5,34,34,47,34,34,120,69,120,34,34
669,3.1,3.3,2.1,5.7,2.8,1.2,3.0,2.0,3.1,1.4,34,34,47,34,34,120,69,120,34,34
670,2.9,3.5,1.9,5.5,2.6,1.1,3.0,1.8,3.0,1.6,34,34,120,34,34,120,69,120,34,34
671,3.1,3.5,2.1,5.6,2.7,1.3,3.2,1.8,3.0,1.7,34,34,120,34,34,120,69,120,34,34
672,3.0,3.5,2.0,5.6,2.7,1.1,3.2,2.3,3.0,1.5,34,34,47,34,34,120,69,120,34,34
673,3.0,3.2,2.4,5.6,2.8,1.3,3.1,2.0,3.3,1.6,34,34,120,34,34,120,69,120,34,34
674,2.8,3.6,2.0,5.4,2.8,1.1,3.0,2.0,2.9,1.7,34,34,47,34,34,120,69,120,34,34
675,3.0,3.5,2.2,5.6,2.6,1.1,3.1,1.9,3.2,1.7,34,34,47,34,34,120,69,120,34,34
676,2.9,3.1,1.9,5.5,2.7,1.2,3.1,1.7,3.1,1.8,34,34,47,34,34,120,69,120,34,34
677,2.9,3.3,2.0,5.5,3.0,1.3,3.1,1.9,3.0,1.7,34,34,120,34,34,120,69,120,34,34
678,3.0,3.3,2.2,5.6,2.9,1.2,3.1,2.3,3.1,1.8,34,34,120,34,34,120,69,120,34,34
679,3.1,3.5,2.2,5.5,3.0,1.1,3.0,2.0,3.1,1.8,34,34,47,34,34,120,69,120,34,34
680,3.0,3.3,1.9,5.5,2.9,1.2,3.1,2.0,3.3,1.9,34,34,47,34,34,120,69,120,34,34
681,2.9,3.7,2.2,5.6,2.8,1.3,3.1,2.1,3.2,1.9,34,34,120,34,34,120,69,120,34,34
682,2.8,3.4,2.2,5.5,2.9,1.1,3.0,1.8,3.2,1.8,34,34,47,34,34,120,69,120,34,34
683,3.0,3.5,2.1,5.5,2.7,1.2,2.9,2.0,3.0,1.8,34,34,47,34,34,120,69,120,34,34
684,3.2,3.3,2.2,5.6,2.9,1.1,3.0,1.9,3.2,1.6,34,34,47,34,34,120,69,120,34,34
685,3.1,3.4,2.0,5.4,2.5,1.1,2.9,1.8,3.1,1.6,34,34,47,34,34,120,69,120,34,34
686,2.9,3.4,2.1,5.5,2.5,0.9,2.9,1.7,3.2,1.7,34,34,47,34,34,360,69,120,34,34
687,2.9,3.5,2.1,5.4,2.7,1.2,3.2,1.8,3.1,1.8,35,35,35,35,35,360,35,35,35,35
688,3.1,3.3,2.3,5.7,2.7,1.0,3.4,2.2,3.1,1.8,35,35,47,35,47,120,35,35,35,120
689,2.9,3.4,2.2,5.5,2.7,1.3,3.4,2.2,3.2,1.7,35,35,120,35,35,120,35,35,35,120
690,3.0,3.2,2.4,5.6,2.7,1.3,3.3,2.3,3.0,1.5,35,35,47,35,47,120,35,35,35,120
691,3.0,3.0,2.7,5.7,2.6,1.2,3.3,2.1,3.0,1.8,35,35,47,35,47,120,35,35,35,120
692,3.0,3.3,2.6,5.6,2.7,1.2,3.6,2.6,3.2,2.0,35,35,47,35,47,120,35,35,35,120
693,3.0,3.7,2.3,5.8,2.7,1.3,3.4,2.3,3.1,1.7,35,35,35,35,47,360,35,35,35,35
694,3.0,3.2,2.2,5.7,2.7,1.1,3.4,2.3,3.1,1.8,35,35,47,35,47,360,35,35,35,35
695,2.9,3.1,2.5,5.6,2.5,1.2,3.4,2.2,3.2,1.6,35,35,35,35,47,360,35,35,35,120
696,3.1,3.4,2.6,5.7,2.7,1.3,3.3,2.1,3.0,1.7,35,35,47,35,47,360,35,35,35,35
697,3.0,3.2,2.5,5.6,2.8,1.1,3.3,2.0,3.0,1.8,35,35,47,35,47,360,35,35,35,35
698,3.0,3.5,2.2,5.8,2.5,1.1,3.1,2.0,3.1,1.6,35,35,35,35,47,360,35,35,35,35
699,2.9,3.3,2.4,5.8,2.6,1.1,3.3,2.5,3.3,1.8,35,35,35,35,47,360,35,35,35,35
700,2.9,3.2,2.5,5.7,2.6,1.3,3.4,2.2,3.1,1.6,35,35,35,35,47,360,35,35,35,35
701,3.0,3.4,2.6,6.0,2.6,1.2,3.5,2.6,3.0,1.8,35,35,47,35,47,360,35,35,35,35
702,3.0,3.3,2.3,5.8,2.6,1.2,3.4,2.3,3.1,1.7,35,35,35,35,35,360,35,35,35,35
703,3.1,3.2,2.3,5.8,2.7,1.1,3.5,2.1,3.3,1.8,35,35,35,35,35,360,35,35,35,35
704,3.0,3.0,2.2,5.8,2.5,1.0,3.2,2.0,3.1,1.8,35,35,35,35,47,360,35,35,35,35
705,3.1,3.3,2.5,5.8,2.7,1.0,3.5,2.1,3.1,1.7,35,35,47,35,47,360,35,35,35,35
706,3.1,3.3,2.5,5.8,2.8,1.0,3.4,2.2,2.9,1.8,35,35,47,35,47,360,35,35,35,35
707,3.0,3.1,2.4,5.8,2.6,0.9,3.4,2.2,3.0,1.6,35,35,47,35,47,360,35,35,35,35
708,3.0,3.1,2.3,5.6,2.5,1.1,3.2,2.0,3.0,1.7,35,35,35,35,47,360,35,35,35,35
709,2.9,3.3,2.4,5.8,2.5,1.2,3.3,2.2,3.0,1.7,35,35,47,35,47,360,35,35,35,35
710,2.9,3.2,2.3,5.7,2.7,1.0,3.5,2.4,3.1,1.6,35,35,47,35,47,360,35,35,35,35
711,3.0,3.1,2.3,5.6,3.0,1.1,3.3,2.1,3.1,1.9,35,35,47,35,47,120,35,35,35,35
712,3.1,3.2,2.2,5.7,2.5,1.1,3.3,2.3,2.9,1.6,35,35,35,35,35,120,35,35,35,35
713,3.1,3.1,2.2,5.7,2.5,1.1,3.3,2.4,3.0,1.8,35,35,35,35,35,360,35,35,35,35
714,2.9,3.1,2.7,5.8,2.3,1.1,3.3,2.0,3.0,1.7,35,35,35,35,47,360,35,35,35,35
715,3.3,3.2,2.5,5.8,2.7,1.2,3.4,2.1,3.1,1.8,35,35,35,35,47,360,35,35,35,35
716,3.2,3.2,2.3,5.7,2.8,1.1,3.3,2.2,3.0,1.8,35,35,47,35,47,360,35,35,35,35
717,3.0,3.1,2.6,5.6,2.6,1.0,3.8,2.4,3.0,1.6,36,36,36,36,47,360,36,36,36,36
718,3.2,3.3,2.5,5.5,2.3,1.2,4.2,2.8,3.0,1.7,36,36,36,36,47,360,36,36,36,120
719,3.1,3.4,2.5,5.6,2.3,1.2,4.5,3.0,3.1,1.6,36,36,36,36,47,360,36,36,36,120
720,3.2,3.5,2.5,5.7,2.3,1.3,4.3,3.0,3.2,1.7,36,36,36,36,47,360,36,36,36,120
721,3.0,3.3,2.7,5.6,2.4,1.2,4.3,2.8,3.3,1.5,36,36,36,36,47,120,36,36,36,120
722,3.3,3.5,2.4,5.6,2.1,1.2,4.2,2.9,3.3,1.3,36,36,36,36,47,120,36,36,36,120
723,3.3,3.1,2.5,5.8,2.4,1.2,4.2,2.7,3.4,1.4,36,36,36,36,47,120,36,36,36,120
724,3.4,3.4,2.5,5.7,2.5,1.2,4.2,2.9,3.4,1.3,36,36,36,36,47,360,36,36,36,120
725,3.2,3.4,2.6,5.6,2.3,1.1,4.3,2.9,3.1,1.3,36,36,36,36,47,360,36,36,36,120
726,3.4,3.4,2.3,5.8,2.3,1.0,4.1,2.7,3.2,1.3,36,36,36,36,47,120,36,36,36,120
727,3.2,3.5,2.5,6.0,2.3,1.1,4.4,3.3,3.2,1.3,36,36,36,36,47,120,36,36,36,120
728,3.2,3.6,2.3,5.9,2.3,1.2,4.3,2.8,3.1,1.6,36,36,36,36,47,360,36,36,36,120
729,3.2,3.4,2.5,5.9,2.4,1.1,4.4,3.1,3.2,1.3,36,36,36,36,47,120,36,36,36,120
730,3.1,3.5,2.5,5.7,2.3,1.2,4.3,3.0,3.2,1.3,36,36,36,36,47,120,36,36,36,120
731,3.2,3.4,2.7,5.8,2.2,1.2,4.3,2.8,3.2,1.3,36,36,36,36,47,120,36,36,36,120
732,3.4,3.5,2.3,5.9,2.4,1.1,4.3,2.9,3.1,1.6,36,36,36,36,47,120,36,36,36,120
733,3.3,3.4,2.6,5.8,2.3,1.1,4.4,2.8,3.2,1.4,36,36,36,36,47,120,36,36,36,120
734,3.2,3.5,2.9,6.1,2.1,1.2,4.6,3.0,3.3,1.5,36,36,36,36,47,120,36,36,36,120
735,3.2,3.4,2.5,5.9,2.0,1.3,4.4,2.7,3.1,1.2,36,36,36,36,47,360,36,36,36,120
736,3.4,3.6,2.5,5.9,2.1,1.2,4.2,3.1,3.1,1.4,36,36,36,36,47,360,36,36,36,120
737,3.3,3.6,2.5,5.9,2.3,1.2,4.3,2.9,3.2,1.3,36,36,36,36,47,360,36,36,36,120
738,3.3,3.7,2.6,5.9,2.1,1.1,4.5,3.0,3.2,1.2,36,36,36,36,47,360,36,36,36,120
739,3.3,3.5,2.5,5.9,2.3,1.2,4.2,2.9,3.2,1.4,36,36,36,36,47,360,36,36,36,120
740,3.3,3.6,2.4,5.9,2.4,1.5,4.6,3.2,3.3,1.5,36,36,36,36,47,360,36,36,36,120
741,3.4,3.5,2.3,6.2,2.3,1.0,4.2,2.7,3.2,1.5,36,36,36,36,47,360,36,36,36,120
742,3.2,3.5,2.4,6.1,2.4,1.1,4.5,3.1,3.4,1.3,36,36,36,36,47,120,36,36,36,120
743,3.4,3.5,2.7,6.1,2.2,1.2,4.4,2.9,3.3,1.3,36,36,36,36,47,120,36,36,36,120
744,3.2,3.5,2.3,6.0,2.4,1.0,4.3,2.9,3.3,1.3,36,36,36,36,47,360,36,36,36,120
745,3.2,3.3,2.4,6.2,2.2,1.1,4.4,3.0,3.1,1.3,36,36,36,36,47,360,36,36,36,120
746,3.1,3.5,2.2,5.9,2.4,1.0,4.4,3.0,3.1,1.3,36,36,36,36,47,360,36,36,36,120
747,3.2,3.2,2.4,6.0,2.2,1.1,4.4,3.1,3.2,1.3,36,36,36,36,47,360,36,36,36,120
748,3.3,3.4,2.6,6.0,2.3,1.1,4.3,2.9,3.2,1.2,36,36,36,36,47,360,36,36,36,120
749,3.4,3.4,2.4,5.9,2.3,1.0,4.3,2.8,3.1,1.4,36,36,36,36,47,360,36,36,36,120
750,3.3,3.4,2.5,6.1,2.3,1.1,4.8,3.0,3.3,1.3,36,36,36,36,47,360,36,36,36,120
751,3.3,3.4,2.6,5.9,2.2,1.1,4.5,2.8,3.3,1.2,36,36,36,36,47,360,36,36,36,120
752,3.4,3.2,2.5,6.0,2.2,1.2,4.3,2.5,3.2,1.4,36,36,36,36,47,360,36,36,36,120
753,3.3,3.5,2.5,5.9,2.2,1.2,4.4,3.1,3.3,1.4,36,36,36,36,47,120,36,36,36,120
754,3.5,3.5,2.4,6.0,2.2,1.1,4.3,2.9,3.2,1.3,36,36,36,36,47,360,36,36,36,120
755,3.4,3.4,2.3,6.0,2.2,1.0,4.2,2.7,3.3,1.4,36,36,36,36,47,360,36,36,36,120
756,3.4,3.3,2.6,6.1,2.2,1.1,4.3,2.9,3.1,1.5,36,36,36,36,47,360,36,36,36,120
757,3.3,3.4,2.5,6.0,2.4,1.3,4.4,3.0,3.2,1.3,36,36,36,36,47,360,36,36,36,120
758,3.3,3.5,2.6,6.3,2.3,1.1,4.5,3.0,3.4,1.3,36,36,36,36,47,360,36,36,36,120
759,3.5,3.6,2.5,6.1,2.2,1.3,4.4,2.8,3.2,1.5,36,36,36,36,47,360,36,36,36,120
760,3.4,3.5,2.4,6.1,2.6,1.1,4.6,3.3,3.5,1.4,36,36,36,36,47,360,36,36,36,120
761,3.3,3.4,2.2,6.2,2.4,1.0,4.5,3.2,3.3,1.5,36,36,36,36,47,360,36,36,36,120
762,3.2,3.5,2.4,6.0,2.2,1.2,4.4,3.1,3.3,1.4,36,36,36,36,47,360,36,36,36,120
763,3.2,3.5,2.7,6.1,2.1,1.1,4.3,2.8,3.1,1.2,36,36,36,36,47,360,36,36,36,120
764,3.3,3.3,2.6,6.0,2.4,1.1,4.5,3.2,3.5,1.8,36,36,36,36,47,360,36,36,36,120
765,3.3,3.3,2.5,6.0,2.4,0.9,4.4,2.8,3.2,1.3,36,36,36,36,47,360,36,36,36,120
766,3.2,3.3,2.4,6.2,2.3,1.0,4.3,2.8,3.3,1.5,36,36,36,36,47,360,36,36,36,120
767,3.2,3.1,2.5,5.9,2.2,1.0,4.4,2.8,3.2,1.3,36,36,36,36,47,360,36,36,36,120
768,3.2,3.2,2.7,5.9,2.3,1.1,4.6,3.6,3.3,1.4,37,37,37,37,47,360,37,37,37,120
769,3.2,3.4,2.8,6.0,2.5,1.0,4.6,3.3,3.1,1.5,37,37,37,37,47,110,37,37,37,120
770,3.3,3.5,2.9,6.1,2.4,1.1,4.5,3.4,3.1,1.5,37,37,37,37,47,360,37,37,37,120
771,3.3,3.6,3.1,6.0,2.5,1.0,4.5,3.4,3.2,1.7,37,37,37,37,47,360,37,37,37,120
772,3.2,3.6,3.0,6.1,2.3,1.1,4.6,3.2,2.8,1.7,37,37,37,37,47,360,37,37,37,120
773,3.5,3.5,2.8,6.2,2.6,1.0,4.6,3.6,3.1,1.7,37,37,37,37,47,360,37,37,37,120
774,3.3,3.6,2.9,6.2,2.5,1.1,4.6,3.3,3.0,1.7,37,37,37,37,47,360,37,37,37,120
775,3.4,3.7,3.0,6.4,2.8,1.2,4.8,3.6,3.2,1.7,37,37,37,37,47,360,37,37,37,120
776,3.3,3.6,3.1,6.3,2.6,1.1,4.8,3.2,3.2,1.5,37,37,37,37,47,360,37,37,37,120
777,3.4,3.6,2.9,6.3,2.6,1.2,4.6,3.2,3.1,1.6,37,37,37,37,47,360,37,37,37,120
778,3.4,3.7,2.9,6.2,2.6,1.1,4.7,3.3,3.1,1.5,38,38,38,38,38,360,38,38,38,120
779,3.5,3.8,3.0,6.2,2.4,1.0,4.4,3.1,3.0,1.2,38,38,38,38,47,360,38,38,38,120
780,3.5,3.6,3.2,6.3,2.5,1.2,4.4,3.4,2.9,1.4,38,38,38,38,47,360,38,38,38,120
781,3.5,3.5,3.3,6.3,2.5,1.3,4.5,3.4,2.8,1.2,38,38,38,38,47,360,38,38,38,120
782,3.6,3.7,3.3,6.5,2.4,1.1,4.2,3.3,2.9,1.3,38,38,38,38,47,360,38,38,38,120
783,3.5,3.7,3.2,6.4,2.2,1.0,4.3,3.2,3.1,1.4,38,38,38,38,47,360,38,38,38,120
784,3.7,3.8,3.1,6.3,2.5,1.0,4.2,3.1,2.9,1.3,38,38,38,38,38,360,38,38,38,120
785,3.5,3.6,3.1,6.4,2.4,1.1,4.5,3.1,3.1,1.4,38,38,38,38,38,360,38,38,38,120
786,3.6,3.5,3.0,6.6,2.5,1.0,4.4,3.6,3.0,1.5,38,38,38,38,38,360,38,38,38,120
787,3.4,3.6,3.3,6.5,2.6,1.0,4.2,3.4,2.9,1.3,38,38,38,38,47,360,38,38,38,120
788,3.6,3.9,2.9,6.7,2.3,1.1,4.3,3.1,2.8,1.4,38,38,38,38,47,360,38,38,38,120
789,3.6,3.6,3.1,6.6,2.5,1.0,4.3,3.1,3.0,1.2,38,38,38,38,47,360,38,38,38,120
790,3.5,3.7,3.1,6.6,2.5,0.9,4.3,3.3,2.9,1.4,38,38,38,38,47,360,38,38,38,120
791,3.7,3.9,3.0,6.6,2.6,1.2,4.3,3.4,2.9,1.3,38,38,38,38,47,240,38,38,38,120
792,3.6,3.5,3.4,6.5,2.6,1.1,4.5,3.3,2.8,1.3,38,38,38,38,47,240,38,38,38,120
793,3.7,3.7,3.1,6.7,2.6,1.1,4.4,3.3,3.0,1.2,38,38,38,38,47,120,38,38,38,120
794,3.7,3.6,3.2,6.6,2.5,1.2,4.2,3.2,3.0,1.3,38,38,38,38,47,120,38,38,38,120
795,3.6,3.7,3.2,6.6,2.3,1.1,4.3,3.2,2.9,1.2,38,38,38,38,47,120,38,38,38,120
796,3.7,4.0,3.1,6.8,2.6,1.2,4.4,3.6,2.9,1.4,38,38,38,38,47,120,38,38,38,120
797,3.5,3.7,3.1,6.9,2.6,1.1,4.4,3.6,2.8,1.5,38,38,38,38,47,120,38,38,38,120
798,3.6,3.9,3.0,6.7,2.8,1.3,4.4,3.4,3.1,1.2,38,38,38,38,47,120,38,38,38,120
799,3.7,3.5,3.1,6.6,2.7,1.2,4.3,3.4,3.0,1.5,38,38,38,38,47,120,38,38,38,120
800,3.6,3.7,3.3,6.6,2.3,1.3,4.4,3.6,2.9,1.4,38,38,38,38,47,120,38,38,38,120
801,3.5,3.9,3.2,6.7,2.7,1.2,4.3,3.2,3.0,1.3,38,38,38,38,47,360,38,38,38,120
802,3.6,4.0,3.1,6.8,2.5,1.2,4.3,3.4,2.9,1.3,38,38,38,38,47,360,38,38,38,120
803,3.5,3.6,3.0,6.7,2.4,1.0,4.4,3.5,2.9,1.1,38,38,38,38,47,360,38,38,38,120
804,3.5,3.8,3.2,6.6,2.5,1.1,4.3,3.3,3.0,1.3,38,38,38,38,47,120,38,38,38,120
805,3.5,3.7,3.1,6.8,2.5,1.2,4.5,3.4,3.0,1.3,38,38,38,38,47,120,38,38,38,120
806,3.6,3.9,3.0,6.7,2.5,1.0,4.6,3.4,3.0,1.2,38,38,38,38,47,120,38,38,38,120
807,3.6,3.9,3.0,6.8,2.8,1.1,4.5,3.4,3.0,1.2,38,38,38,38,47,120,38,38,38,120
808,3.7,3.7,3.4,6.6,2.6,1.1,4.6,3.7,3.1,1.2,38,38,38,38,47,120,38,38,38,120
809,3.7,3.8,2.9,6.6,2.5,1.1,4.3,3.6,2.9,1.3,38,38,38,38,47,120,38,38,38,120
810,3.9,3.7,3.1,6.8,2.7,1.1,4.3,3.2,3.0,1.3,38,38,38,38,47,360,38,38,38,120
811,3.6,4.0,3.4,6.8,2.5,1.1,4.4,3.2,2.9,1.4,38,38,38,38,47,360,38,38,38,120
812,3.7,3.9,3.4,6.9,2.5,1.2,4.6,3.6,3.2,1.4,38,38,38,38,47,120,38,38,38,120
813,3.7,4.1,3.1,6.8,2.3,1.0,4.4,3.5,3.0,1.4,38,38,38,38,47,360,38,38,38,120
814,3.5,3.8,3.3,6.8,2.3,1.1,4.4,3.4,3.0,1.3,38,38,38,38,47,120,38,38,38,120
815,3.6,3.8,3.2,6.7,2.4,1.2,4.5,3.5,3.2,1.7,38,38,38,38,47,120,38,38,38,120
816,3.7,3.9,3.3,6.8,2.4,1.1,4.4,3.3,3.1,1.4,38,38,38,38,47,120,38,38,38,120
817,3.8,3.9,3.4,6.7,2.3,1.2,4.4,3.3,3.0,1.4,38,38,38,38,47,120,38,38,38,120
818,3.6,4.2,3.2,6.8,2.5,1.3,3.9,3.1,2.8,1.1,39,39,39,39,39,120,39,39,39,120
819,3.7,4.1,3.1,6.9,2.2,1.2,3.8,3.1,2.9,1.2,39,39,39,39,47,120,39,39,39,120
820,3.6,4.2,3.2,6.9,2.3,1.1,3.8,3.2,2.9,1.1,39,39,39,39,47,120,39,39,39,120
821,3.7,3.9,3.2,7.1,2.6,1.3,3.8,3.2,2.9,1.1,39,39,39,39,47,120,39,39,39,120
822,3.4,3.9,3.1,6.9,2.3,1.3,3.8,3.2,2.9,1.1,39,39,39,39,47,120,39,39,39,120
823,3.7,3.9,3.4,7.0,2.3,1.2,3.9,3.5,3.2,1.1,39,39,39,39,47,120,39,39,39,120
824,3.5,4.2,3.4,7.1,2.4,1.2,3.7,3.1,2.9,0.9,39,39,39,39,47,120,39,39,39,120
825,3.6,4.1,3.0,7.1,2.4,1.3,3.8,3.2,3.0,1.0,39,39,39,39,47,120,39,39,39,120
826,3.6,3.9,3.3,7.3,2.3,1.2,3.7,3.1,2.9,1.0,39,39,39,39,47,120,39,39,39,120
827,3.5,4.2,3.1,7.1,2.5,1.1,3.9,3.3,3.0,1.1,39,39,39,39,47,120,39,39,39,120
828,3.6,4.0,3.3,7.2,2.4,1.2,3.9,3.5,3.0,1.1,39,39,39,39,47,120,39,39,39,120
829,3.6,3.9,3.3,7.2,2.2,1.2,4.0,3.3,3.1,1.1,39,39,39,39,47,120,39,39,39,120
830,3.5,3.9,3.4,7.0,2.3,1.1,3.8,3.1,3.0,1.2,39,39,39,39,47,120,39,39,39,120
831,3.7,4.0,3.0,7.2,2.3,1.0,3.8,3.3,3.1,1.1,39,39,39,39,47,360,39,39,39,120
832,3.5,4.0,3.2,7.3,2.2,1.2,3.9,3.3,3.1,1.1,39,39,39,39,47,120,39,39,39,120
833,3.5,4.0,3.2,7.3,2.3,1.1,3.9,3.3,3.0,1.1,39,39,39,39,47,120,39,39,39,120
834,3.7,4.0,3.2,7.2,2.5,1.2,4.0,3.3,3.1,1.1,39,39,39,39,47,120,39,39,39,120
835,3.6,4.1,3.3,7.2,2.3,1.1,3.7,3.4,3.0,1.2,39,39,39,39,47,360,39,39,39,120
836,3.6,4.4,3.4,7.2,2.6,1.1,3.8,3.3,2.9,1.0,39,39,39,39,47,360,39,39,39,120
837,3.7,4.1,3.4,7.3,2.4,1.0,3.9,3.2,2.9,1.1,39,39,39,39,47,360,39,39,39,120
838,3.6,3.9,3.1,7.2,2.2,1.1,3.8,3.4,3.2,1.0,39,39,39,39,47,360,39,39,39,120
839,3.6,3.9,3.1,7.2,2.5,1.0,3.5,3.1,2.8,1.2,40,40,40,40,47,360,40,40,40,120
840,3.7,4.2,3.4,7.4,2.4,1.1,3.2,3.1,2.7,1.3,40,40,40,40,47,120,40,40,40,120
841,3.5,4.3,3.3,7.5,2.3,1.2,3.3,2.9,2.9,1.2,40,40,40,40,47,120,40,40,40,120
842,3.5,4.1,3.3,7.4,2.3,1.0,3.3,2.8,2.9,0.9,40,40,40,40,47,360,40,40,40,120
843,3.5,3.9,3.3,7.3,2.4,1.1,3.1,3.1,2.9,1.0,40,40,40,40,47,360,40,40,40,120
844,3.5,4.2,3.7,7.6,2.1,1.0,3.2,3.1,2.8,0.9,40,40,40,40,47,360,40,40,40,120
845,3.4,4.1,3.3,7.4,2.1,1.1,3.4,3.2,3.0,1.1,40,40,40,40,47,360,40,40,40,120
846,3.5,4.0,3.3,7.4,2.2,0.9,3.3,2.9,2.8,1.0,40,40,40,40,47,360,40,40,40,120
847,3.8,4.2,3.3,7.5,2.3,1.1,3.2,3.1,3.0,1.0,40,40,40,40,47,120,40,40,40,120
848,3.6,3.9,3.2,7.5,2.1,1.1,3.1,3.1,3.0,1.0,40,40,40,40,47,360,40,40,40,120
849,3.5,4.2,3.3,7.6,2.3,1.1,3.2,3.1,3.0,0.9,40,40,40,40,47,360,40,40,40,120
850,3.4,4.1,3.2,7.4,2.1,1.1,3.3,2.9,2.9,1.0,40,40,40,40,47,360,40,40,40,120
851,3.6,4.2,3.3,7.3,2.1,1.0,3.2,2.9,3.0,1.1,40,40,40,40,47,360,40,40,40,120
852,3.5,4.1,3.2,7.5,2.3,1.0,3.1,3.0,3.0,1.0,40,40,40,40,47,360,40,40,40,120
853,3.5,4.0,3.2,7.4,2.1,1.0,3.2,3.2,3.1,1.1,40,40,40,40,47,360,40,40,40,120
854,3.6,3.9,3.1,7.5,2.2,1.0,3.2,3.2,2.8,1.0,40,40,40,40,47,360,40,40,40,120
855,3.6,4.2,3.4,7.4,2.4,1.1,3.4,3.3,2.9,1.0,40,40,40,40,47,120,40,40,40,120
856,3.5,4.2,3.5,7.6,2.3,1.0,3.2,2.8,3.0,1.2,40,40,40,40,47,120,40,40,40,120
857,3.5,4.2,3.5,7.3,2.5,1.1,3.3,3.0,3.0,1.1,40,40,40,40,47,120,40,40,40,120
858,3.6,4.1,3.1,7.4,2.1,1.1,3.2,2.9,2.9,1.1,40,40,40,40,47,360,40,40,40,120
859,3.5,4.2,3.2,7.4,2.0,1.0,3.1,3.0,2.9,1.0,40,40,40,40,47,360,40,40,40,120
860,3.6,4.2,3.3,7.6,2.1,1.0,3.2,2.9,3.0,1.1,40,40,40,40,47,360,40,40,40,120
861,3.5,4.1,3.2,7.5,2.2,1.1,3.1,2.9,3.1,1.0,40,40,40,40,47,360,40,40,40,120
862,3.6,3.9,3.3,7.4,2.3,1.0,3.1,3.2,3.0,1.0,40,40,40,40,47,360,40,40,40,120
863,3.5,3.9,3.4,7.5,2.2,1.0,3.2,3.1,3.1,1.1,40,40,40,40,47,360,40,40,40,120
864,3.6,3.8,3.3,7.4,2.3,1.0,3.2,3.1,3.1,1.1,40,40,40,40,47,360,40,40,40,120
865,3.6,4.0,3.3,7.6,2.0,1.1,3.1,2.9,3.0,1.2,40,40,40,40,47,120,40,40,40,120
866,3.6,4.2,3.4,7.5,2.1,1.0,3.1,3.0,2.9,1.2,40,40,40,40,47,120,40,40,40,120
867,3.6,4.2,3.4,7.4,2.3,1.1,3.3,3.3,3.1,1.1,40,40,40,40,47,360,40,40,40,120
868,3.7,4.0,3.3,7.5,2.3,1.0,3.3,3.1,3.1,1.1,40,40,40,40,47,360,40,40,40,120
869,3.5,4.3,3.1,7.3,2.1,1.0,3.0,2.9,2.9,1.0,40,40,40,40,47,360,40,40,40,120
870,3.6,4.1,3.3,7.5,2.2,1.0,3.1,3.0,3.2,1.0,40,40,40,40,47,120,40,40,40,120
871,3.5,4.1,3.3,7.6,2.1,1.0,3.3,3.1,3.1,1.2,40,40,40,40,47,360,40,40,40,120
872,3.5,4.0,3.1,7.7,2.1,1.1,3.4,3.4,3.0,1.2,40,40,40,40,47,360,40,40,40,120
