Micom EMCTL Data,Time Interval = 2 sec,Save Start Time:,"Thursday, February 21 08:25:23, 2019",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R32,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.0.5R,External:,"-"
Installer:,설치자명,EEPROM:,"7.232(7.e8)",COMP:,"-",FAN:,"-"
Model:,모델명,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,COMP모드,COMP최대,COMP최소,MAX제한사유,EEV모드,FAN 퍼지목표,COMP정시제어주기,COMP퍼지증분,EEV제어주기,EEV정시제어주기,EEV퍼지증분,EEV정시증분,제상단계,약계자제어,예열운전1,예열운전2,LOW AMBIENT운전,CT제한,방열판 제한,과전류 제어,과부하 제어,ACM,통신시도,RESET TIMER,대기전력상태,DC PEAK,DCLINK 에러,COMP실패 에러,CT2 에러,PFC 실패,실외FAN LOCK,INV토출카운트,HEATSINK카운트,COMP과전류,CPIPE카운트,고압스위치에러,실내기운전용량합,,,
6410,12:00:19,1,,,2,23,1,실외온도제한,4,0,48,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,196,255,0,0,0,38,0,1,13,25,1,53,5,14,24,,,
6411,12:00:21,1,,,2,23,1,실외온도제한,4,0,51,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,196,255,0,0,0,37,0,1,13,25,1,44,5,15,24,,,
6412,12:00:23,1,,,2,23,1,실외온도제한,4,0,54,2,33,13,0,0,0,0,0,0,0,0,0,0,0,0,198,255,0,0,0,37,0,1,13,20,1,44,5,11,24,,,
6413,12:00:25,1,,,2,23,1,실외온도제한,4,0,54,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,198,255,0,0,0,37,0,1,13,20,1,44,5,11,24,,,
6414,12:00:27,1,,,2,23,1,실외온도제한,4,0,58,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,200,255,0,0,0,38,0,1,13,13,1,53,5,14,24,,,
6415,12:00:29,1,,,2,23,1,실외온도제한,4,0,58,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,200,255,0,0,0,38,0,1,13,13,1,53,5,14,24,,,
6416,12:00:31,1,,,2,23,1,실외온도제한,4,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,203,255,0,0,0,37,0,1,13,25,1,45,5,15,24,,,
6417,12:00:33,1,,,2,23,1,실외온도제한,4,0,1,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,205,255,0,0,0,37,0,1,13,25,1,45,5,18,24,,,
6418,12:00:35,1,,,2,23,1,실외온도제한,4,0,4,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,205,255,0,0,0,37,0,1,13,25,1,45,5,18,24,,,
6419,12:00:37,1,,,2,23,1,실외온도제한,4,0,8,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,207,255,0,0,0,38,0,1,13,25,1,54,5,19,24,,,
6420,12:00:39,1,,,2,23,1,실외온도제한,4,0,8,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,207,255,0,0,0,38,0,1,13,25,1,54,5,19,24,,,
6421,12:00:42,1,,,2,23,1,실외온도제한,4,0,11,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,209,255,0,0,0,37,0,1,13,17,1,45,5,19,24,,,
6422,12:00:44,1,,,2,23,1,실외온도제한,4,0,15,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,212,255,0,0,0,37,0,1,13,16,1,45,5,20,24,,,
6423,12:00:46,1,,,2,23,1,실외온도제한,4,0,15,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,212,255,0,0,0,37,0,1,13,16,1,45,5,20,24,,,
6424,12:00:48,1,,,2,23,1,실외온도제한,4,0,18,2,17,13,0,0,0,0,0,0,0,0,0,0,0,0,214,255,0,0,0,37,0,1,13,17,1,46,5,20,24,,,
6425,12:00:50,1,,,2,23,1,실외온도제한,4,0,18,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,216,255,0,0,0,37,0,1,13,17,1,46,5,20,24,,,
6426,12:00:52,1,,,2,23,1,실외온도제한,4,0,21,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,216,255,0,0,0,37,0,1,13,17,1,45,5,19,24,,,
6427,12:00:54,1,,,2,23,1,실외온도제한,4,0,25,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,218,255,0,0,0,38,0,1,13,17,1,53,5,17,24,,,
6428,12:00:56,1,,,2,23,1,실외온도제한,4,0,25,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,218,255,0,0,0,38,0,1,13,17,1,53,5,17,24,,,
6429,12:00:58,1,,,2,23,1,실외온도제한,4,0,28,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,221,255,0,0,0,37,0,1,13,17,1,44,5,15,24,,,
6430,12:01:00,1,,,2,23,1,실외온도제한,4,0,28,2,31,13,0,0,0,0,0,0,0,0,0,0,0,0,221,255,0,0,0,37,0,1,13,17,1,44,5,15,24,,,
6431,12:01:02,1,,,2,23,1,실외온도제한,4,0,32,2,31,13,0,0,0,0,0,0,0,0,0,0,0,0,223,255,0,0,0,37,0,1,13,17,1,46,5,22,24,,,
6432,12:01:04,1,,,2,23,1,실외온도제한,4,0,32,2,34,13,0,0,0,0,0,0,0,0,0,0,0,0,225,255,0,0,0,38,0,1,13,17,1,53,5,16,24,,,
6433,12:01:06,1,,,2,23,1,실외온도제한,4,0,35,2,34,13,0,0,0,0,0,0,0,0,0,0,0,0,225,255,0,0,0,38,0,1,13,17,1,53,5,16,24,,,
6434,12:01:08,1,,,2,23,1,실외온도제한,4,0,38,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,227,255,0,0,0,38,0,1,13,17,1,54,5,20,24,,,
6435,12:01:10,1,,,2,23,1,실외온도제한,4,0,38,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,227,255,0,0,0,38,0,1,13,17,1,54,5,20,24,,,
6436,12:01:12,1,,,2,23,1,실외온도제한,4,0,42,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,230,255,0,0,0,37,0,1,13,35,1,46,5,24,24,,,
6437,12:01:14,1,,,2,23,1,실외온도제한,4,0,45,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,232,255,0,0,0,37,0,1,13,49,1,46,5,24,24,,,
6438,12:01:16,1,,,2,23,1,실외온도제한,4,0,45,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,232,255,0,0,0,37,0,1,13,49,1,46,5,24,24,,,
6439,12:01:18,1,,,2,23,1,실외온도제한,4,0,48,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,234,255,0,0,0,37,0,1,13,51,1,47,5,27,24,,,
6440,12:01:20,1,,,2,23,1,실외온도제한,4,0,48,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,236,255,0,0,0,37,0,1,13,51,1,47,5,27,24,,,
6441,12:01:22,1,,,2,23,1,실외온도제한,4,0,52,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,236,255,0,0,0,38,0,1,13,51,1,56,5,27,24,,,
6442,12:01:24,1,,,2,23,1,실외온도제한,4,0,52,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,239,255,0,0,0,37,0,1,13,69,1,49,5,33,24,,,
6443,12:01:26,1,,,2,23,1,실외온도제한,4,0,55,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,239,255,0,0,0,37,0,1,13,69,1,49,5,33,24,,,
6444,12:01:28,1,,,2,23,1,실외온도제한,4,0,59,2,18,13,0,0,0,0,0,0,0,0,0,0,0,0,241,255,0,0,0,37,0,1,13,71,1,49,5,35,24,,,
6445,12:01:30,1,,,2,23,1,실외온도제한,4,0,59,2,21,13,0,0,0,0,0,0,0,0,0,0,0,0,241,255,0,0,0,37,0,1,13,71,1,49,5,35,24,,,
6446,12:01:32,1,,,2,23,1,실외온도제한,4,0,2,2,21,13,0,0,0,0,0,0,0,0,0,0,0,0,243,255,0,0,0,37,0,1,13,72,1,48,5,33,24,,,
6447,12:01:34,1,,,2,23,1,실외온도제한,4,0,2,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,245,255,0,0,0,37,0,1,13,68,1,49,5,34,24,,,
6448,12:01:36,1,,,2,23,1,실외온도제한,4,0,5,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,245,255,0,0,0,37,0,1,13,68,1,49,5,34,24,,,
6449,12:01:38,1,,,2,23,1,실외온도제한,4,0,9,2,28,13,0,0,0,0,0,0,0,0,0,0,0,0,248,255,0,0,0,37,0,1,13,66,1,48,5,32,24,,,
6450,12:01:40,1,,,2,23,1,실외온도제한,4,0,9,2,31,13,0,0,0,0,0,0,0,0,0,0,0,0,248,255,0,0,0,37,0,1,13,66,1,48,5,32,24,,,
6451,12:01:42,1,,,2,23,1,실외온도제한,4,0,12,2,31,13,0,0,0,0,0,0,0,0,0,0,0,0,250,255,0,0,0,37,0,1,13,71,1,50,5,40,24,,,
6452,12:01:44,1,,,2,23,1,실외온도제한,4,0,12,2,35,13,0,0,0,0,0,0,0,0,0,0,0,0,2,255,0,0,0,38,0,1,13,67,1,57,5,35,24,,,
6453,12:01:46,1,,,2,23,1,실외온도제한,4,0,16,2,35,13,0,0,0,0,0,0,0,0,0,0,0,0,2,255,0,0,0,38,0,1,13,67,1,57,5,35,24,,,
6454,12:01:48,1,,,2,23,1,실외온도제한,4,0,19,2,38,13,0,0,0,0,0,0,0,0,0,0,0,0,4,255,0,0,0,38,0,1,13,59,1,56,5,30,24,,,
6455,12:01:50,1,,,2,23,1,실외온도제한,4,0,19,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,4,255,0,0,0,38,0,1,13,59,1,56,5,30,24,,,
6456,12:01:52,1,,,2,23,1,실외온도제한,4,0,22,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,7,255,0,0,0,37,0,1,13,51,1,48,5,30,24,,,
6457,12:01:54,1,,,2,23,1,실외온도제한,4,0,26,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,9,255,0,0,0,37,0,1,13,51,1,47,5,26,24,,,
6458,12:01:56,1,,,2,23,1,실외온도제한,4,0,26,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,9,255,0,0,0,37,0,1,13,51,1,47,5,26,24,,,
6459,12:01:58,1,,,2,23,1,실외온도제한,4,0,29,2,8,13,0,0,0,0,0,0,0,0,0,0,0,0,11,255,0,0,0,37,0,1,13,51,1,47,5,25,24,,,
6460,12:02:00,1,,,2,23,1,실외온도제한,4,0,29,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,11,255,0,0,0,37,0,1,13,51,1,47,5,25,24,,,
6461,12:02:02,1,,,2,23,1,실외온도제한,4,0,33,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,13,255,0,0,0,37,0,1,13,51,1,46,5,22,24,,,
6462,12:02:04,1,,,2,23,1,실외온도제한,4,0,33,2,15,13,0,0,0,0,0,0,0,0,0,0,0,0,16,255,0,0,0,37,0,1,13,51,1,47,5,28,24,,,
6463,12:02:06,1,,,2,23,1,실외온도제한,4,0,36,2,15,13,0,0,0,0,0,0,0,0,0,0,0,0,16,255,0,0,0,37,0,1,13,51,1,47,5,28,24,,,
6464,12:02:08,1,,,2,23,1,실외온도제한,4,0,39,2,18,13,0,0,0,0,0,0,0,0,0,0,0,0,18,255,0,0,0,38,0,1,13,51,1,55,5,23,24,,,
6465,12:02:10,1,,,2,23,1,실외온도제한,4,0,39,2,22,13,0,0,0,0,0,0,0,0,0,0,0,0,18,255,0,0,0,38,0,1,13,51,1,55,5,23,24,,,
6466,12:02:12,1,,,2,23,1,실외온도제한,4,0,43,2,22,13,0,0,0,0,0,0,0,0,0,0,0,0,20,255,0,0,0,38,0,1,13,59,1,55,5,24,24,,,
6467,12:02:14,1,,,2,23,1,실외온도제한,4,0,43,2,25,13,0,0,0,0,0,0,0,0,0,0,0,0,23,255,0,0,0,37,0,1,13,51,1,47,5,27,24,,,
6468,12:02:16,1,,,2,23,1,실외온도제한,4,0,46,2,25,13,0,0,0,0,0,0,0,0,0,0,0,0,23,255,0,0,0,37,0,1,13,51,1,47,5,27,24,,,
6469,12:02:18,1,,,2,23,1,실외온도제한,4,0,49,2,28,13,0,0,0,0,0,0,0,0,0,0,0,0,25,255,0,0,0,37,0,1,13,51,1,48,5,27,24,,,
6470,12:02:20,1,,,2,23,1,실외온도제한,4,0,49,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,25,255,0,0,0,37,0,1,13,51,1,48,5,27,24,,,
6471,12:02:22,1,,,2,23,1,실외온도제한,4,0,53,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,27,255,0,0,0,37,0,1,13,57,1,45,5,19,24,,,
6472,12:02:24,1,,,2,23,1,실외온도제한,4,0,56,2,35,13,0,0,0,0,0,0,0,0,0,0,0,0,29,255,0,0,0,37,0,1,13,59,1,47,5,26,24,,,
6473,12:02:26,1,,,2,23,1,실외온도제한,4,0,56,2,35,13,0,0,0,0,0,0,0,0,0,0,0,0,29,255,0,0,0,37,0,1,13,59,1,47,5,26,24,,,
6474,12:02:28,1,,,2,23,1,실외온도제한,4,0,0,2,39,13,0,0,0,0,0,0,0,0,0,0,0,0,32,255,0,0,0,37,0,1,13,59,1,47,5,27,24,,,
6475,12:02:30,1,,,2,23,1,실외온도제한,4,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,32,255,0,0,0,37,0,1,13,59,1,47,5,27,24,,,
6476,12:02:32,1,,,2,23,1,실외온도제한,4,0,3,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,34,255,0,0,0,37,0,1,13,51,1,48,5,28,24,,,
6477,12:02:34,1,,,2,23,1,실외온도제한,4,0,6,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,36,255,0,0,0,37,0,1,13,59,1,48,5,29,24,,,
6478,12:02:36,1,,,2,23,1,실외온도제한,4,0,6,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,36,255,0,0,0,37,0,1,13,59,1,48,5,29,24,,,
6479,12:02:38,1,,,2,23,1,실외온도제한,4,0,10,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,38,255,0,0,0,37,0,1,13,51,1,47,5,29,24,,,
6480,12:02:40,1,,,2,23,1,실외온도제한,4,0,10,2,12,13,0,0,0,0,0,0,0,0,0,0,0,0,41,255,0,0,0,37,0,1,13,51,1,47,5,29,24,,,
6481,12:02:42,1,,,2,23,1,실외온도제한,4,0,13,2,12,13,0,0,0,0,0,0,0,0,0,0,0,0,41,255,0,0,0,38,0,1,13,51,1,56,5,27,24,,,
6482,12:02:44,1,,,2,23,1,실외온도제한,4,0,17,2,15,13,0,0,0,0,0,0,0,0,0,0,0,0,43,255,0,0,0,37,0,1,13,51,1,47,5,25,24,,,
6483,12:02:46,1,,,2,23,1,실외온도제한,4,0,17,2,15,13,0,0,0,0,0,0,0,0,0,0,0,0,43,255,0,0,0,37,0,1,13,51,1,47,5,25,24,,,
6484,12:02:48,1,,,2,23,1,실외온도제한,4,0,20,2,19,13,0,0,0,0,0,0,0,0,0,0,0,0,45,255,0,0,0,38,0,1,13,59,1,55,5,24,24,,,
6485,12:02:50,1,,,2,23,1,실외온도제한,4,0,20,2,22,13,0,0,0,0,0,0,0,0,0,0,0,0,45,255,0,0,0,38,0,1,13,59,1,55,5,24,24,,,
6486,12:02:52,1,,,2,23,1,실외온도제한,4,0,23,2,22,13,0,0,0,0,0,0,0,0,0,0,0,0,47,255,0,0,0,37,0,1,13,48,1,47,5,24,24,,,
6487,12:02:54,1,,,2,23,1,실외온도제한,4,0,23,2,26,13,0,0,0,0,0,0,0,0,0,0,0,0,50,255,0,0,0,37,0,1,13,44,1,46,5,23,24,,,
6488,12:02:56,1,,,2,23,1,실외온도제한,4,0,27,2,26,13,0,0,0,0,0,0,0,0,0,0,0,0,50,255,0,0,0,37,0,1,13,44,1,46,5,23,24,,,
6489,12:02:58,1,,,2,23,1,실외온도제한,4,0,30,2,29,13,0,0,0,0,0,0,0,0,0,0,0,0,52,255,0,0,0,38,0,1,13,34,1,54,5,22,24,,,
6490,12:03:00,1,,,2,23,1,실외온도제한,4,0,30,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,52,255,0,0,0,38,0,1,13,34,1,54,5,22,24,,,
6491,12:03:02,1,,,2,23,1,실외온도제한,4,0,33,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,54,255,0,0,0,37,0,1,13,57,1,45,5,18,24,,,
6492,12:03:04,1,,,2,23,1,실외온도제한,4,0,33,2,36,13,0,0,0,0,0,0,0,0,0,0,0,0,56,255,0,0,0,37,0,1,13,34,1,45,5,16,24,,,
6493,12:03:06,1,,,2,23,1,실외온도제한,4,0,37,2,36,13,0,0,0,0,0,0,0,0,0,0,0,0,56,255,0,0,0,37,0,1,13,34,1,45,5,16,24,,,
6494,12:03:08,1,,,2,23,1,실외온도제한,4,0,40,2,39,13,0,0,0,0,0,0,0,0,0,0,0,0,59,255,0,0,0,37,0,1,13,52,1,45,5,16,24,,,
6495,12:03:10,1,,,2,23,1,실외온도제한,4,0,40,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,59,255,0,0,0,37,0,1,13,52,1,45,5,16,24,,,
6496,12:03:12,1,,,2,23,1,실외온도제한,4,0,44,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,61,255,0,0,0,37,0,1,13,34,1,45,5,18,24,,,
6497,12:03:14,1,,,2,23,1,실외온도제한,4,0,47,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,63,255,0,0,0,37,0,1,13,69,1,45,5,20,24,,,
6498,12:03:16,1,,,2,23,1,실외온도제한,4,0,47,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,63,255,0,0,0,37,0,1,13,69,1,45,5,20,24,,,
6499,12:03:18,1,,,2,23,1,실외온도제한,4,0,50,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,65,255,0,0,0,37,0,1,13,69,1,45,5,20,24,,,
6500,12:03:20,1,,,2,23,1,실외온도제한,4,0,50,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,65,255,0,0,0,37,0,1,13,69,1,45,5,20,24,,,
6501,12:03:22,1,,,2,23,1,실외온도제한,4,0,54,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,68,255,0,0,0,38,0,1,13,68,1,54,5,20,24,,,
6502,12:03:25,1,,,2,23,1,실외온도제한,4,0,54,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,70,255,0,0,0,38,0,1,13,68,1,54,5,20,24,,,
6503,12:03:27,1,,,2,23,1,실외온도제한,4,0,57,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,70,255,0,0,0,37,0,1,13,62,1,45,5,17,24,,,
6504,12:03:29,1,,,2,23,1,실외온도제한,4,0,1,2,19,13,0,0,0,0,0,0,0,0,0,0,0,0,72,255,0,0,0,37,0,1,13,77,1,46,5,20,24,,,
6505,12:03:31,1,,,2,23,1,실외온도제한,4,0,1,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,72,255,0,0,0,37,0,1,13,77,1,46,5,20,24,,,
6506,12:03:33,1,,,2,23,1,실외온도제한,4,0,4,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,74,255,0,0,0,37,0,1,13,65,1,46,5,21,24,,,
6507,12:03:35,1,,,2,23,1,실외온도제한,4,0,4,2,26,13,0,0,0,0,0,0,0,0,0,0,0,0,77,255,0,0,0,37,0,1,13,65,1,46,5,20,24,,,
6508,12:03:37,1,,,2,23,1,실외온도제한,4,0,7,2,26,13,0,0,0,0,0,0,0,0,0,0,0,0,77,255,0,0,0,37,0,1,13,65,1,46,5,20,24,,,
6509,12:03:39,1,,,2,23,1,실외온도제한,4,0,11,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,79,255,0,0,0,37,0,1,13,69,1,47,5,23,24,,,
6510,12:03:41,1,,,2,23,1,실외온도제한,4,0,11,2,33,13,0,0,0,0,0,0,0,0,0,0,0,0,79,255,0,0,0,37,0,1,13,69,1,47,5,23,24,,,
6511,12:03:43,1,,,2,23,1,실외온도제한,4,0,14,2,33,13,0,0,0,0,0,0,0,0,0,0,0,0,81,255,0,0,0,37,0,1,13,69,1,46,5,23,24,,,
6512,12:03:45,1,,,2,23,1,실외온도제한,4,0,17,2,36,13,0,0,0,0,0,0,0,0,0,0,0,0,83,255,0,0,0,37,0,1,13,69,1,46,5,23,24,,,
6513,12:03:47,1,,,2,23,1,실외온도제한,4,0,17,2,36,13,0,0,0,0,0,0,0,0,0,0,0,0,83,255,0,0,0,37,0,1,13,69,1,46,5,23,24,,,
6514,12:03:49,1,,,2,23,1,실외온도제한,4,0,21,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,86,255,0,0,0,37,0,1,13,69,1,47,5,27,24,,,
6515,12:03:51,1,,,2,23,1,실외온도제한,4,0,21,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,86,255,0,0,0,37,0,1,13,69,1,47,5,27,24,,,
6516,12:03:53,1,,,2,23,1,실외온도제한,4,0,24,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,88,255,0,0,0,37,0,1,13,69,1,47,5,26,24,,,
6517,12:03:55,1,,,2,23,1,실외온도제한,4,0,24,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,90,255,0,0,0,37,0,1,13,69,1,47,5,27,24,,,
6518,12:03:57,1,,,2,23,1,실외온도제한,4,0,28,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,90,255,0,0,0,37,0,1,13,69,1,47,5,27,24,,,
6519,12:03:59,1,,,2,14,1,Te Limit,4,0,31,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,92,255,0,0,0,37,0,1,13,77,1,47,5,29,24,,,
6520,12:04:01,1,,,2,14,1,Te Limit,4,0,31,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,92,255,0,0,0,37,0,1,13,77,1,47,5,29,24,,,
6521,12:04:03,1,,,2,14,1,Te Limit,4,0,34,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,95,255,0,0,0,37,0,1,13,87,1,48,5,30,24,,,
6522,12:04:05,1,,,2,14,1,Te Limit,4,0,34,2,17,13,0,0,0,0,0,0,0,0,0,0,0,0,97,255,0,0,0,38,0,1,13,90,1,57,5,34,24,,,
6523,12:04:07,1,,,2,14,1,Te Limit,4,0,38,2,17,13,0,0,0,0,0,0,0,0,0,0,0,0,97,255,0,0,0,38,0,1,13,90,1,57,5,34,24,,,
6524,12:04:09,1,,,2,14,1,Te Limit,4,0,41,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,99,255,0,0,0,38,0,1,13,82,1,58,5,36,24,,,
6525,12:04:11,1,,,2,14,1,Te Limit,4,0,41,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,99,255,0,0,0,38,0,1,13,82,1,58,5,36,24,,,
6526,12:04:13,1,,,2,14,1,Te Limit,4,0,45,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,101,255,0,0,0,37,0,1,13,91,1,49,5,34,24,,,
6527,12:04:15,1,,,2,14,1,Te Limit,4,0,48,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,104,255,0,0,0,38,0,1,13,86,1,58,5,37,24,,,
6528,12:04:17,1,,,2,14,1,Te Limit,4,0,48,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,104,255,0,0,0,38,0,1,13,86,1,58,5,37,24,,,
6529,12:04:19,1,,,2,14,1,Te Limit,4,0,51,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,106,255,0,0,0,38,0,1,13,83,1,57,5,35,24,,,
6530,12:04:21,1,,,2,14,1,Te Limit,4,0,51,2,34,13,0,0,0,0,0,0,0,0,0,0,0,0,106,255,0,0,0,38,0,1,13,83,1,57,5,35,24,,,
6531,12:04:23,1,,,2,14,1,Te Limit,4,0,55,2,34,13,0,0,0,0,0,0,0,0,0,0,0,0,108,255,0,0,0,37,0,1,13,86,1,49,5,36,24,,,
6532,12:04:25,1,,,2,14,1,Te Limit,4,0,58,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,110,255,0,0,0,38,0,1,13,93,1,58,5,38,24,,,
6533,12:04:27,1,,,2,14,1,Te Limit,4,0,58,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,110,255,0,0,0,38,0,1,13,93,1,58,5,38,24,,,
6534,12:04:29,1,,,2,14,1,Te Limit,4,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,113,255,0,0,0,38,0,1,13,93,1,59,5,39,24,,,
6535,12:04:31,1,,,2,14,1,Te Limit,4,0,1,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,113,255,0,0,0,38,0,1,13,93,1,59,5,39,24,,,
6536,12:04:33,1,,,2,14,1,Te Limit,4,0,5,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,115,255,0,0,0,38,0,1,13,93,1,58,5,39,24,,,
6537,12:04:35,1,,,2,14,1,Te Limit,4,0,5,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,117,255,0,0,0,38,0,1,13,93,1,58,5,36,24,,,
6538,12:04:37,1,,,2,14,1,Te Limit,4,0,8,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,117,255,0,0,0,38,0,1,13,93,1,58,5,36,24,,,
6539,12:04:39,1,,,2,14,1,Te Limit,4,0,12,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,120,255,0,0,0,38,0,1,13,82,1,57,5,34,24,,,
6540,12:04:41,1,,,2,14,1,Te Limit,4,0,12,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,120,255,0,0,0,38,0,1,13,82,1,57,5,34,24,,,
6541,12:04:43,1,,,2,14,1,Te Limit,4,0,15,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,122,255,0,0,0,38,0,1,13,83,1,57,5,33,24,,,
6542,12:04:45,1,,,2,14,1,Te Limit,4,0,18,2,17,13,0,0,0,0,0,0,0,0,0,0,0,0,124,255,0,0,0,38,0,1,13,81,1,59,5,39,24,,,
6543,12:04:47,1,,,2,14,1,Te Limit,4,0,18,2,17,13,0,0,0,0,0,0,0,0,0,0,0,0,124,255,0,0,0,38,0,1,13,81,1,59,5,39,24,,,
6544,12:04:49,1,,,2,14,1,Te Limit,4,0,22,2,21,13,0,0,0,0,0,0,0,0,0,0,0,0,126,255,0,0,0,38,0,1,13,81,1,57,5,33,24,,,
6545,12:04:51,1,,,2,14,1,Te Limit,4,0,22,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,126,255,0,0,0,38,0,1,13,81,1,57,5,33,24,,,
6546,12:04:53,1,,,2,14,1,Te Limit,4,0,25,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,129,255,0,0,0,37,0,1,13,82,1,50,5,36,24,,,
6547,12:04:55,1,,,2,14,1,Te Limit,4,0,29,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,131,255,0,0,0,37,0,1,13,93,1,49,5,36,24,,,
6548,12:04:57,1,,,2,14,1,Te Limit,4,0,29,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,131,255,0,0,0,37,0,1,13,93,1,49,5,36,24,,,
6549,12:04:59,1,,,2,14,1,Te Limit,4,0,32,2,31,13,0,0,0,0,0,0,0,0,0,0,0,0,133,255,0,0,0,37,0,1,13,93,1,49,5,33,24,,,
