siter,time,운전모드,Error,ErrorUnit,COMP모드,COMP최대,COMP최소,MAX제한사유,EEV모드,FAN 퍼지목표,COMP정시제어주기,COMP퍼지증분,EEV제어주기,EEV정시제어주기,EEV퍼지증분,EEV정시증분,제상단계,약계자제어,예열운전1,예열운전2,LOW AMBIENT운전,CT제한,방열판 제한,과전류 제어,과부하 제어,ACM,통신시도,RESET TIMER,대기전력상태,DC PEAK,DCLINK 에러,COMP실패 에러,CT2 에러,PFC 실패,실외FAN LOCK,INV토출카운트,HEATSINK카운트,COMP과전류,CPIPE카운트,고압스위치에러,실내기운전용량합,Unnamed: 42,Unnamed: 43,Unnamed: 44,siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,습도1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,INV1토출목표,Unnamed: 8,현재고압,현재저압,COMP기준,Unnamed: 12,압축비,설정온도차,Unnamed: 15,Unnamed: 16,PC CTRL,운전상태 유지,4WAY,HOT GAS,SUMP HEAT,Cooling Fan,오일분리기,POWERRELAY,PFC,PFC CTRL,COP,DEFROSTING,OIL REFUREL,OIL RETURN,FAN1 H,FAN1 L,FAN2 H,FAN2 L,Unnamed: 35,Unnamed: 36,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,COMP운전,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,열교환기출구,Comp Heatsink,INV토출과열도,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,siter,time,운전모드,Error,ErrorUnit,INV 입력전류,INV 입력전압,INV전원주파수,소비전력,INV1 목표DC,INV DC전압,전류 기준,Q축 기준,Q축 전류,D축 기준,D축 전류,INV 제한사유,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Comp. 과부하,Comp. 과전류,Heatsink제한,예열운전,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
4201,10:46:14,1,,,2,23,1,실외온도제한,4,0,5,2,24,13,0,-2,0,0,0,0,0,0,0,0,0,0,205,255,0,0,0,33,0,1,6,22,0,220,4,47,24,,,,4201,10:46:14,1,,,24,5,3,67,27.93,14.68,14.68,0.0,,100,0,0,220,,,,,,4201,10:46:14,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,66,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.6,49.0,109.7,,,,,,,,,,,,,4201,10:46:14,1,,,3.6,176,60,0.6,300,310,5.6,5.6,5.8,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
4202,10:46:16,1,,,2,23,1,실외온도제한,4,0,8,2,27,13,0,-2,0,0,0,0,0,0,0,0,0,0,208,255,0,0,0,33,0,1,6,22,0,224,4,65,24,,,,4202,10:46:16,1,,,24,5,3,67,27.93,14.68,15.02,0.34,,99,0,0,220,,,,,,4202,10:46:16,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,66,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.6,49.0,109.7,,,,,,,,,,,,,4202,10:46:16,1,,,3.4,176,60,0.6,300,310,5.6,5.6,6.0,1.2,0.8,TO,,,,,,,,,,0,0,0,0,,,,
4203,10:46:18,1,,,2,23,1,실외온도제한,4,0,8,2,30,13,0,-2,0,0,0,0,0,0,0,0,0,0,210,255,0,0,0,33,0,1,6,22,0,224,4,65,24,,,,4203,10:46:18,1,,,24,5,3,67,27.93,14.68,15.02,0.34,,99,0,0,220,,,,,,4203,10:46:18,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,66,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.6,49.0,109.7,,,,,,,,,,,,,4203,10:46:18,1,,,3.4,176,60,0.6,300,310,5.6,5.6,6.0,1.2,0.8,TO,,,,,,,,,,0,0,0,0,,,,
4204,10:46:20,1,,,2,23,1,실외온도제한,4,0,11,2,30,13,0,-2,0,0,0,0,0,0,0,0,0,0,210,255,0,0,0,33,0,1,6,22,0,221,4,50,24,,,,4204,10:46:20,1,,,24,5,3,67,27.93,14.68,15.02,0.34,,99,0,0,220,,,,,,4204,10:46:20,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,66,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.6,49.0,109.7,,,,,,,,,,,,,4204,10:46:20,1,,,3.4,176,60,0.6,305,310,5.8,5.6,5.8,1.0,1.6,TO,,,,,,,,,,0,0,0,0,,,,
4205,10:46:22,1,,,2,23,1,실외온도제한,4,0,15,2,34,13,0,-2,0,0,0,0,0,0,0,0,0,0,212,255,0,0,0,33,0,1,6,22,0,222,4,57,24,,,,4205,10:46:22,1,,,24,5,3,67,27.93,14.68,15.02,0.34,,100,0,0,220,,,,,,4205,10:46:22,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,66,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.2,49.0,109.7,,,,,,,,,,,,,4205,10:46:22,1,,,3.4,176,60,0.6,305,310,5.8,5.6,6.2,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4206,10:46:24,1,,,2,23,1,실외온도제한,4,0,15,2,34,13,0,-2,0,0,0,0,0,0,0,0,0,0,212,255,0,0,0,33,0,1,6,22,0,222,4,57,24,,,,4206,10:46:24,1,,,24,5,3,67,27.93,14.68,15.02,0.34,,100,0,0,220,,,,,,4206,10:46:24,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,66,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.2,49.0,109.7,,,,,,,,,,,,,4206,10:46:24,1,,,3.4,176,60,0.6,310,310,5.8,5.6,6.2,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4207,10:46:26,1,,,2,23,1,실외온도제한,4,0,18,2,37,13,0,-2,0,0,0,0,0,0,0,0,0,0,214,255,0,0,0,33,0,1,6,22,0,223,4,61,24,,,,4207,10:46:26,1,,,24,5,3,67,27.93,14.68,14.68,0.0,,100,0,0,220,,,,,,4207,10:46:26,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,66,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.2,49.0,109.7,,,,,,,,,,,,,4207,10:46:26,1,,,3.4,176,60,0.6,310,310,5.8,5.8,6.0,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4208,10:46:28,1,,,2,23,1,실외온도제한,4,0,18,2,1,13,0,-2,0,0,0,0,0,0,0,0,0,0,217,255,0,0,0,33,0,1,6,22,0,223,4,61,24,,,,4208,10:46:28,1,,,24,5,3,67,27.93,14.68,14.68,0.0,,99,0,0,220,,,,,,4208,10:46:28,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.2,49.0,109.7,,,,,,,,,,,,,4208,10:46:28,1,,,3.4,176,60,0.6,310,310,5.8,5.8,6.0,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4209,10:46:30,1,,,2,23,1,실외온도제한,4,0,22,2,1,13,0,-2,0,0,0,0,0,0,0,0,0,0,217,255,0,0,0,33,0,1,6,22,0,226,4,76,24,,,,4209,10:46:30,1,,,24,5,3,64,27.93,14.68,14.68,0.0,,99,0,0,220,,,,,,4209,10:46:30,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.2,49.0,109.7,,,,,,,,,,,,,4209,10:46:30,1,,,3.4,176,60,0.6,310,310,5.8,5.8,6.0,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4210,10:46:32,1,,,2,23,1,실외온도제한,4,0,25,2,4,13,0,-2,0,0,0,0,0,0,0,0,0,0,219,255,0,0,0,33,0,1,6,30,0,223,4,61,24,,,,4210,10:46:32,1,,,24,5,3,64,27.93,14.68,14.68,0.0,,99,0,0,220,,,,,,4210,10:46:32,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.2,49.0,109.7,,,,,,,,,,,,,4210,10:46:32,1,,,3.4,176,60,0.6,300,310,5.8,5.6,6.2,1.0,1.6,TO,,,,,,,,,,0,0,0,0,,,,
4211,10:46:34,1,,,2,23,1,실외온도제한,4,0,25,2,7,13,0,-2,0,0,0,0,0,0,0,0,0,0,219,255,0,0,0,33,0,1,6,30,0,223,4,61,24,,,,4211,10:46:34,1,,,24,5,3,64,27.93,14.68,14.68,0.0,,99,0,0,220,,,,,,4211,10:46:34,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.2,49.0,109.7,,,,,,,,,,,,,4211,10:46:34,1,,,3.4,176,60,0.6,300,310,5.8,5.6,6.2,1.0,1.6,TO,,,,,,,,,,0,0,0,0,,,,
4212,10:46:36,1,,,2,23,1,실외온도제한,4,0,28,2,7,13,0,-2,0,0,0,0,0,0,0,0,0,0,221,255,0,0,0,33,0,1,6,31,0,222,4,57,24,,,,4212,10:46:36,1,,,24,5,3,64,27.93,14.68,14.68,0.0,,100,0,0,220,,,,,,4212,10:46:36,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,27,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,61.0,41.1,40.2,49.0,109.7,,,,,,,,,,,,,4212,10:46:36,1,,,3.4,176,60,0.6,305,310,5.8,5.6,6.2,1.0,1.0,TO,,,,,,,,,,0,0,0,0,,,,
4213,10:46:38,1,,,2,23,1,실외온도제한,4,0,28,2,11,13,0,-2,0,0,0,0,0,0,0,0,0,0,221,255,0,0,0,33,0,1,6,31,0,222,4,57,24,,,,4213,10:46:38,1,,,24,5,3,64,27.93,14.68,14.68,0.0,,100,0,0,220,,,,,,4213,10:46:38,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,27,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4213,10:46:38,1,,,3.4,176,60,0.6,305,310,5.8,5.6,6.2,1.0,1.0,TO,,,,,,,,,,0,0,0,0,,,,
4214,10:46:40,1,,,2,23,1,실외온도제한,4,0,32,2,11,13,0,-2,0,0,0,0,0,0,0,0,0,0,223,255,0,0,0,33,0,1,6,18,0,223,4,58,24,,,,4214,10:46:40,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,100,0,0,220,,,,,,4214,10:46:40,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4214,10:46:40,1,,,3.4,176,60,0.6,305,310,5.8,5.6,6.2,1.0,1.6,TO,,,,,,,,,,0,0,0,0,,,,
4215,10:46:42,1,,,2,23,1,실외온도제한,4,0,35,2,14,13,0,-2,0,0,0,0,0,0,0,0,0,0,226,255,0,0,0,33,0,1,6,22,0,225,4,70,24,,,,4215,10:46:42,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,99,0,0,220,,,,,,4215,10:46:42,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4215,10:46:42,1,,,3.4,176,60,0.6,305,310,5.8,5.6,6.2,1.0,1.4,TO,,,,,,,,,,0,0,0,0,,,,
4216,10:46:44,1,,,2,23,1,실외온도제한,4,0,35,2,14,13,0,-2,0,0,0,0,0,0,0,0,0,0,226,255,0,0,0,33,0,1,6,22,0,225,4,70,24,,,,4216,10:46:44,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,99,0,0,220,,,,,,4216,10:46:44,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4216,10:46:44,1,,,3.4,176,60,0.6,300,310,5.8,5.6,6.2,1.0,1.4,TO,,,,,,,,,,0,0,0,0,,,,
4217,10:46:46,1,,,2,23,1,실외온도제한,4,0,38,2,17,13,0,-2,0,0,0,0,0,0,0,0,0,0,228,255,0,0,0,33,0,1,6,26,0,223,4,58,24,,,,4217,10:46:46,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,99,0,0,220,,,,,,4217,10:46:46,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4217,10:46:46,1,,,3.4,176,60,0.6,305,310,5.8,5.6,6.4,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
4218,10:46:48,1,,,2,23,1,실외온도제한,4,0,38,2,21,13,0,-2,0,0,0,0,0,0,0,0,0,0,228,255,0,0,0,33,0,1,6,26,0,223,4,58,24,,,,4218,10:46:48,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,99,0,0,220,,,,,,4218,10:46:48,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4218,10:46:48,1,,,3.4,176,60,0.6,305,310,5.8,5.6,6.4,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
4219,10:46:50,1,,,2,23,1,실외온도제한,4,0,42,2,21,13,0,-2,0,0,0,0,0,0,0,0,0,0,230,255,0,0,0,33,0,1,6,18,0,226,4,76,24,,,,4219,10:46:50,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,100,0,0,220,,,,,,4219,10:46:50,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4219,10:46:50,1,,,3.4,176,60,0.6,310,310,5.8,5.8,6.0,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4220,10:46:52,1,,,2,23,1,실외온도제한,4,0,45,2,24,13,0,-2,0,0,0,0,0,0,0,0,0,0,232,255,0,0,0,33,0,1,6,30,0,225,4,67,24,,,,4220,10:46:52,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,100,0,0,220,,,,,,4220,10:46:52,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4220,10:46:52,1,,,3.4,176,60,0.6,310,310,5.8,5.6,5.8,1.0,1.2,TO,,,,,,,,,,0,0,0,0,,,,
4221,10:46:54,1,,,2,23,1,실외온도제한,4,0,45,2,24,13,0,-2,0,0,0,0,0,0,0,0,0,0,232,255,0,0,0,33,0,1,6,30,0,225,4,67,24,,,,4221,10:46:54,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,100,0,0,220,,,,,,4221,10:46:54,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4221,10:46:54,1,,,3.4,176,60,0.6,310,310,5.8,5.6,5.8,1.0,1.2,TO,,,,,,,,,,0,0,0,0,,,,
4222,10:46:56,1,,,2,23,1,실외온도제한,4,0,49,2,28,13,0,-2,0,0,0,0,0,0,0,0,0,0,235,255,0,0,0,33,0,1,6,29,0,228,4,83,24,,,,4222,10:46:56,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,99,0,0,220,,,,,,4222,10:46:56,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4222,10:46:56,1,,,3.4,176,60,0.6,305,310,5.8,5.6,5.8,1.0,1.4,TO,,,,,,,,,,0,0,0,0,,,,
4223,10:46:58,1,,,2,23,1,실외온도제한,4,0,49,2,31,13,0,-2,0,0,0,0,0,0,0,0,0,0,237,255,0,0,0,33,0,1,6,29,0,228,4,83,24,,,,4223,10:46:58,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,99,0,0,220,,,,,,4223,10:46:58,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4223,10:46:58,1,,,3.4,176,60,0.6,305,310,5.8,5.6,5.8,1.0,1.4,TO,,,,,,,,,,0,0,0,0,,,,
4224,10:47:00,1,,,2,23,1,실외온도제한,4,0,52,2,31,13,0,-2,0,0,0,0,0,0,0,0,0,0,237,255,0,0,0,33,0,1,6,29,0,224,4,65,24,,,,4224,10:47:00,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,99,0,0,220,,,,,,4224,10:47:00,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4224,10:47:00,1,,,3.4,176,60,0.6,305,310,5.8,5.8,5.6,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4225,10:47:02,1,,,2,23,1,실외온도제한,4,0,55,2,34,13,0,-2,0,0,0,0,0,0,0,0,0,0,239,255,0,0,0,33,0,1,6,22,0,227,4,80,24,,,,4225,10:47:02,1,,,24,5,3,64,27.93,14.35,14.68,0.33,,100,0,0,220,,,,,,4225,10:47:02,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4225,10:47:02,1,,,3.4,176,60,0.6,305,310,5.8,5.8,6.0,1.0,1.6,TO,,,,,,,,,,0,0,0,0,,,,
4226,10:47:04,1,,,2,23,1,실외온도제한,4,0,55,2,34,13,0,-2,0,0,0,0,0,0,0,0,0,0,239,255,0,0,0,33,0,1,6,22,0,227,4,80,24,,,,4226,10:47:04,1,,,24,5,3,64,27.93,14.01,14.68,0.67,,100,0,0,220,,,,,,4226,10:47:04,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4226,10:47:04,1,,,3.4,176,60,0.6,310,310,5.8,5.8,6.0,1.0,1.6,TO,,,,,,,,,,0,0,0,0,,,,
4227,10:47:06,1,,,2,23,1,실외온도제한,4,0,59,2,38,13,0,-2,0,0,0,0,0,0,0,0,0,0,241,255,0,0,0,33,0,1,6,29,0,226,4,76,24,,,,4227,10:47:06,1,,,24,5,3,64,27.93,14.01,15.02,1.01,,100,0,0,220,,,,,,4227,10:47:06,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,64,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4227,10:47:06,1,,,3.4,176,60,0.6,310,310,5.8,5.8,5.8,1.0,2.2,TO,,,,,,,,,,0,0,0,0,,,,
4228,10:47:08,1,,,2,23,1,실외온도제한,4,0,59,2,1,13,0,-2,0,0,0,0,0,0,0,0,0,0,244,255,0,0,0,33,0,1,6,29,0,226,4,76,24,,,,4228,10:47:08,1,,,24,5,3,64,27.93,14.01,15.02,1.01,,99,0,0,220,,,,,,4228,10:47:08,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,60,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4228,10:47:08,1,,,3.4,176,60,0.6,310,310,5.8,5.8,5.8,1.0,2.2,TO,,,,,,,,,,0,0,0,0,,,,
4229,10:47:10,1,,,2,23,1,실외온도제한,4,0,2,2,1,13,0,-2,0,0,0,0,0,0,0,0,0,0,244,255,0,0,0,33,0,1,6,31,0,225,4,68,24,,,,4229,10:47:10,1,,,24,5,3,61,27.93,14.01,15.02,1.01,,99,0,0,220,,,,,,4229,10:47:10,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,60,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4229,10:47:10,1,,,3.4,176,60,0.6,305,310,5.8,5.6,6.0,1.0,1.4,TO,,,,,,,,,,0,0,0,0,,,,
4230,10:47:12,1,,,2,23,1,실외온도제한,4,0,6,2,5,13,0,-2,0,0,0,0,0,0,0,0,0,0,246,255,0,0,0,33,0,1,6,22,0,223,4,59,24,,,,4230,10:47:12,1,,,24,5,3,61,27.93,14.01,15.02,1.01,,99,0,0,220,,,,,,4230,10:47:12,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,60,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4230,10:47:12,1,,,3.4,176,60,0.6,305,310,5.8,5.8,6.0,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4231,10:47:14,1,,,2,23,1,실외온도제한,4,0,6,2,5,13,0,-2,0,0,0,0,0,0,0,0,0,0,246,255,0,0,0,33,0,1,6,22,0,223,4,59,24,,,,4231,10:47:14,1,,,24,5,3,61,27.93,14.01,15.69,1.68,,99,0,0,220,,,,,,4231,10:47:14,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,28,28,750,750,0,0,60,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4231,10:47:14,1,,,3.4,176,60,0.6,305,310,5.8,5.8,6.0,1.0,1.8,TO,,,,,,,,,,0,0,0,0,,,,
4232,10:47:16,1,,,2,23,1,실외온도제한,4,0,9,2,8,13,0,-2,0,0,0,0,0,0,0,0,0,0,248,255,0,0,0,33,0,1,6,5,0,220,4,47,24,,,,4232,10:47:16,1,,,24,5,3,61,27.93,14.01,15.69,1.68,,100,0,0,220,,,,,,4232,10:47:16,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,27,27,750,750,0,0,60,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4232,10:47:16,1,,,3.4,176,60,0.6,310,310,5.6,5.4,4.6,1.0,1.0,TO,,,,,,,,,,0,0,0,0,,,,
4233,10:47:18,1,,,2,23,1,실외온도제한,4,0,9,2,11,13,0,-2,0,0,0,0,0,0,0,0,0,0,1,255,0,0,0,33,0,1,6,5,0,220,4,47,24,,,,4233,10:47:18,1,,,24,5,3,61,27.93,14.01,15.69,1.68,,0,0,0,220,,,,,,4233,10:47:18,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,27,27,750,750,0,0,60,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4233,10:47:18,1,,,3.4,176,60,0.6,310,310,5.6,5.4,4.6,1.0,1.0,TO,,,,,,,,,,0,0,0,0,,,,
4234,10:47:20,1,,,2,23,1,실외온도제한,4,0,12,2,11,13,0,-2,0,0,0,0,0,0,0,0,0,0,1,255,0,0,0,33,0,1,6,1,0,229,4,90,24,,,,4234,10:47:20,1,,,24,5,3,61,27.93,14.01,16.02,2.01,,0,0,0,220,,,,,,4234,10:47:20,1,,,0,0,67,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,27,27,750,750,0,0,60,255,,,,,,,38.8,220.0,-48.7,-50.3,60.0,41.1,40.2,49.0,108.7,,,,,,,,,,,,,4234,10:47:20,1,,,3.4,176,60,0.6,305,310,5.6,5.4,5.0,1.0,1.0,TO,,,,,,,,,,0,0,0,0,,,,
