Micom IDU1 Data,Time Interval = 2 sec,Save Start Time:,"Thursday, February 21 08:25:23, 2019",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R32,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.0.5R,External:,"-"
Installer:,설치자명,EEPROM:,"7.232(7.e8)",COMP:,"-",FAN:,"-"
Model:,모델명,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,습도1,,,,,
6866,12:15:37,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,98,0,0,220,,,,,
6867,12:15:39,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,98,0,0,220,,,,,
6868,12:15:41,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,98,0,0,220,,,,,
6869,12:15:43,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6870,12:15:45,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6871,12:15:47,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6872,12:15:49,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,98,0,0,220,,,,,
6873,12:15:51,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,98,0,0,220,,,,,
6874,12:15:53,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,98,0,0,220,,,,,
6875,12:15:55,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,98,0,0,220,,,,,
6876,12:15:57,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6877,12:15:59,1,,,24,5,3,104,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6878,12:16:01,1,,,24,5,3,104,27.93,8.30,8.30,0.00,,98,0,0,220,,,,,
6879,12:16:03,1,,,24,5,3,104,27.93,8.30,8.30,0.00,,98,0,0,220,,,,,
6880,12:16:05,1,,,24,5,3,104,27.93,8.30,8.30,0.00,,98,0,0,220,,,,,
6881,12:16:07,1,,,24,5,3,104,27.93,8.30,8.30,0.00,,98,0,0,220,,,,,
6882,12:16:09,1,,,24,5,3,104,27.93,8.30,8.30,0.00,,98,0,0,220,,,,,
6883,12:16:11,1,,,24,5,3,104,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6884,12:16:13,1,,,24,5,3,104,27.93,8.30,8.30,0.00,,98,0,0,220,,,,,
6885,12:16:15,1,,,24,5,3,104,27.93,8.30,8.30,0.00,,98,0,0,220,,,,,
6886,12:16:17,1,,,24,5,3,104,27.93,8.64,8.30,-0.34,,98,0,0,220,,,,,
6887,12:16:19,1,,,24,5,3,104,27.93,8.64,8.30,-0.34,,98,0,0,220,,,,,
6888,12:16:21,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,98,0,0,220,,,,,
6889,12:16:23,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6890,12:16:25,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6891,12:16:27,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,98,0,0,220,,,,,
6892,12:16:29,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,98,0,0,220,,,,,
6893,12:16:31,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,98,0,0,220,,,,,
6894,12:16:33,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6895,12:16:35,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6896,12:16:37,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6897,12:16:39,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6898,12:16:41,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6899,12:16:43,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6900,12:16:45,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6901,12:16:47,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6902,12:16:49,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6903,12:16:52,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6904,12:16:54,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6905,12:16:56,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6906,12:16:58,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6907,12:17:00,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6908,12:17:02,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6909,12:17:04,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6910,12:17:06,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6911,12:17:08,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6912,12:17:10,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6913,12:17:12,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6914,12:17:14,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6915,12:17:16,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6916,12:17:18,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6917,12:17:20,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,99,0,0,220,,,,,
6918,12:17:22,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,99,0,0,220,,,,,
6919,12:17:24,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,99,0,0,220,,,,,
6920,12:17:26,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,99,0,0,220,,,,,
6921,12:17:28,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6922,12:17:30,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6923,12:17:32,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,100,0,0,220,,,,,
6924,12:17:34,1,,,24,5,3,103,27.93,8.30,7.96,-0.34,,99,0,0,220,,,,,
6925,12:17:36,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6926,12:17:38,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6927,12:17:40,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6928,12:17:42,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6929,12:17:44,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6930,12:17:46,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6931,12:17:48,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6932,12:17:50,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6933,12:17:52,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6934,12:17:54,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6935,12:17:56,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6936,12:17:58,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6937,12:18:00,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6938,12:18:02,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6939,12:18:04,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6940,12:18:06,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6941,12:18:08,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6942,12:18:10,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6943,12:18:12,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6944,12:18:14,1,,,24,5,3,103,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6945,12:18:16,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6946,12:18:18,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6947,12:18:20,1,,,24,5,3,103,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6948,12:18:22,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6949,12:18:24,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6950,12:18:26,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6951,12:18:28,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6952,12:18:30,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6953,12:18:32,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6954,12:18:34,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6955,12:18:36,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6956,12:18:38,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6957,12:18:40,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6958,12:18:42,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6959,12:18:44,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6960,12:18:46,1,,,24,5,3,102,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
6961,12:18:48,1,,,24,5,3,102,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
6962,12:18:50,1,,,24,5,3,102,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
6963,12:18:52,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6964,12:18:54,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6965,12:18:56,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6966,12:18:58,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6967,12:19:00,1,,,24,5,3,102,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6968,12:19:02,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6969,12:19:04,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6970,12:19:06,1,,,24,5,3,101,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
6971,12:19:08,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6972,12:19:10,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6973,12:19:12,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6974,12:19:14,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6975,12:19:16,1,,,24,5,3,101,27.93,8.30,8.30,0.00,,100,0,0,220,,,,,
6976,12:19:18,1,,,24,5,3,101,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6977,12:19:20,1,,,24,5,3,101,27.93,8.30,8.30,0.00,,99,0,0,220,,,,,
6978,12:19:22,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6979,12:19:24,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6980,12:19:26,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6981,12:19:28,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6982,12:19:30,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6983,12:19:32,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6984,12:19:35,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6985,12:19:37,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6986,12:19:39,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6987,12:19:41,1,,,24,5,3,101,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6988,12:19:43,1,,,24,5,3,100,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6989,12:19:45,1,,,24,5,3,100,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6990,12:19:47,1,,,24,5,3,100,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6991,12:19:49,1,,,24,5,3,100,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6992,12:19:51,1,,,24,5,3,100,27.93,8.64,8.30,-0.34,,99,0,0,220,,,,,
6993,12:19:53,1,,,24,5,3,100,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6994,12:19:55,1,,,24,5,3,100,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
6995,12:19:57,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
6996,12:19:59,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
6997,12:20:01,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
6998,12:20:03,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
6999,12:20:05,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7000,12:20:07,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7001,12:20:09,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7002,12:20:11,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7003,12:20:13,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
7004,12:20:15,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
7005,12:20:17,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
7006,12:20:19,1,,,24,5,3,100,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7007,12:20:21,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7008,12:20:23,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,75,0,0,220,,,,,
7009,12:20:25,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,83,0,0,220,,,,,
7010,12:20:27,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,83,0,0,220,,,,,
7011,12:20:29,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,87,0,0,220,,,,,
7012,12:20:31,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,87,0,0,220,,,,,
7013,12:20:33,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7014,12:20:35,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,92,0,0,220,,,,,
7015,12:20:37,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,92,0,0,220,,,,,
7016,12:20:39,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,93,0,0,220,,,,,
7017,12:20:41,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,93,0,0,220,,,,,
7018,12:20:43,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,94,0,0,220,,,,,
7019,12:20:45,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
7020,12:20:47,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
7021,12:20:49,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,95,0,0,220,,,,,
7022,12:20:51,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,95,0,0,220,,,,,
7023,12:20:53,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,95,0,0,220,,,,,
7024,12:20:55,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,96,0,0,220,,,,,
7025,12:20:57,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,96,0,0,220,,,,,
7026,12:20:59,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
7027,12:21:01,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
7028,12:21:03,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,96,0,0,220,,,,,
7029,12:21:05,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,96,0,0,220,,,,,
7030,12:21:07,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,96,0,0,220,,,,,
7031,12:21:09,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7032,12:21:11,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7033,12:21:13,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
7034,12:21:15,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7035,12:21:17,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7036,12:21:19,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7037,12:21:21,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7038,12:21:23,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7039,12:21:25,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
7040,12:21:27,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,100,0,0,220,,,,,
7041,12:21:29,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7042,12:21:31,1,,,24,5,3,99,27.93,8.64,8.30,-0.34,,97,0,0,220,,,,,
7043,12:21:33,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,98,0,0,220,,,,,
7044,12:21:35,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7045,12:21:37,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7046,12:21:39,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7047,12:21:41,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,100,0,0,220,,,,,
7048,12:21:43,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7049,12:21:45,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7050,12:21:47,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7051,12:21:49,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7052,12:21:51,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7053,12:21:53,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7054,12:21:55,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7055,12:21:57,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7056,12:21:59,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7057,12:22:01,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7058,12:22:03,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7059,12:22:05,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7060,12:22:07,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7061,12:22:09,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7062,12:22:11,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7063,12:22:14,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7064,12:22:16,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7065,12:22:18,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7066,12:22:20,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7067,12:22:22,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7068,12:22:24,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7069,12:22:26,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7070,12:22:28,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7071,12:22:30,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7072,12:22:32,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7073,12:22:34,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7074,12:22:36,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7075,12:22:38,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7076,12:22:40,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7077,12:22:42,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,98,0,0,220,,,,,
7078,12:22:44,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7079,12:22:46,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7080,12:22:48,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7081,12:22:50,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7082,12:22:52,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7083,12:22:54,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7084,12:22:56,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7085,12:22:58,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,100,0,0,220,,,,,
7086,12:23:00,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7087,12:23:02,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7088,12:23:04,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7089,12:23:06,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7090,12:23:08,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7091,12:23:10,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7092,12:23:12,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7093,12:23:14,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
7094,12:23:16,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
7095,12:23:18,1,,,24,5,3,99,27.93,8.64,8.64,0.00,,99,0,0,220,,,,,
7096,12:23:20,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7097,12:23:22,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7098,12:23:24,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7099,12:23:26,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7100,12:23:28,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7101,12:23:30,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7102,12:23:32,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7103,12:23:34,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7104,12:23:36,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7105,12:23:38,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,100,0,0,220,,,,,
7106,12:23:40,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7107,12:23:42,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7108,12:23:44,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7109,12:23:46,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7110,12:23:48,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7111,12:23:50,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,100,0,0,220,,,,,
7112,12:23:52,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7113,12:23:54,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7114,12:23:56,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7115,12:23:58,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,99,0,0,220,,,,,
7116,12:24:00,1,,,24,5,3,99,27.93,8.98,8.64,-0.34,,100,0,0,220,,,,,
7117,12:24:02,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,100,0,0,220,,,,,
7118,12:24:04,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,100,0,0,220,,,,,
7119,12:24:06,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7120,12:24:08,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7121,12:24:10,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7122,12:24:12,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
7123,12:24:14,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,100,0,0,220,,,,,
7124,12:24:16,1,,,24,5,3,99,27.93,8.98,8.98,0.00,,100,0,0,220,,,,,
7125,12:24:18,1,,,24,5,3,96,27.93,8.98,8.98,0.00,,100,0,0,220,,,,,
7126,12:24:20,1,,,24,5,3,96,27.93,8.98,8.98,0.00,,99,0,0,220,,,,,
